"sample.s","b0","divisor","NBod","nsnpi","full","short","fullNBod","fullBBod","fullb0","shrtNBod","shrtBBod","shrtb0"
2,0,1,0.01,1,0.06,0.062,0.00863553130438655,0.00849862672078978,-0.0038583130388851,0.00858366868003525,0.00858366868003525,-0.00244490480382252
2,0,1,0.1,1,0.058,0.06,0.0892865264601858,0.0963992337571268,-0.00033276200086979,0.0909013464184403,0.0909013464184403,-0.000619949431104679
2,0,1,0.5,1,0.054,0.054,0.467050438717932,0.487712302042563,0.00664580860976104,0.476100587131575,0.476100587131575,0.00806648549188855
2,0,1,2,1,0.068,0.082,1.88395810476966,1.9281669721013,-0.0173999827974246,1.89824481279201,1.89824481279201,-0.0163131072323288
2,0,1,0.01,2,0.062,0.06,0.00859798749105319,0.00932425792686651,-0.00336644191501939,0.00849227741780161,0.00849227741780161,-0.00219415098449652
2,0,1,0.1,2,0.074,0.074,0.0894107201952452,0.0979573379051111,0.00472808864819865,0.0914138179046043,0.0914138179046043,0.00180517460422367
2,0,1,0.5,2,0.104,0.118,0.471232741344901,0.48271101276895,0.00251232528366228,0.478864453280277,0.478864453280277,0.00900438203534942
2,0,1,2,2,0.164,0.176,1.89241343010028,1.94156654208448,0.00832115177209665,1.90540156676736,1.90540156676736,0.00830324276816044
2,0,1,0.01,4,0.064,0.072,0.00853925032615925,0.00938680335200753,0.00402810077259127,0.00858243151327077,0.00858243151327077,0.00361146591845842
2,0,1,0.1,4,0.06,0.084,0.0884287644462728,0.100340030263427,-0.00450929834402281,0.0902530795702501,0.0902530795702501,-0.00159511619562767
2,0,1,0.5,4,0.172,0.186,0.467098079856019,0.475185538163484,0.0105992490968056,0.472841546470875,0.472841546470875,0.00902746324619752
2,0,1,2,4,0.21,0.23,1.89772254071042,1.91330634355305,0.0179426839647425,1.905568050216,1.905568050216,0.00945726830003766
