Mixture	B cells naive	B cells memory	Plasma cells	T cells CD8	T cells CD4 naive	T cells CD4 memory resting	T cells CD4 memory activated	T cells follicular helper	T cells regulatory (Tregs)	T cells gamma delta	NK cells resting	NK cells activated	Monocytes	Macrophages M0	Macrophages M1	Macrophages M2	Dendritic cells resting	Dendritic cells activated	Mast cells resting	Mast cells activated	Eosinophils	Neutrophils	P-value	Correlation	RMSE
GTEX-111YS	0.0120081252885195	0.0207227445987676	0	0.000105600649693431	0.0963067012092578	0	0	0	0.022152846164187	0.0366302219460527	0.0328679299388233	0	0.181875460743001	0.127173068072395	0.00913965800427353	0.0125334644730437	0	0	0	0.00308301011550748	0	0.445401168796477	0	0.680116384234502	0.733434906807409
GTEX-1122O	0.062850782326314	0	0.00188594543246334	0	0	0.0112225598332242	0.0128337965038867	0	0.0249487882078541	0.0352693090601054	0.0499832977592055	0	0.0697755657619499	0.0926484574726311	0.0115548001749565	0.00993978552317202	0	0	0	0.0327076390083271	0	0.58437927293591	0	0.724950934485228	0.699551959599523
GTEX-1128S	0.00644267914751301	0.162001382013221	0.0326153621432018	0.0796988991347308	0	0.00903185372016841	0.0397370131710486	0	0.0570162660694314	0	0.141848238528031	0	0.100411910453377	0.210054952492593	0.00082882690994925	0	0	0	0	0.0603981146545383	0	0.099914501562196	0	0.649503573208111	0.779135746091409
GTEX-113IC	0	0.119899378133538	0.0166271702742016	0.182602949014906	0	0.0255831420891992	0.0375841069712642	0	0.0486713153530296	0.0576821739924535	0.0237626281376811	0	0.180522316028554	0	0	0	0.00385982764692781	0	0.0225477735545971	0	0.0443849182631734	0.236272300540475	0	0.722338675200655	0.724197402249545
GTEX-113JC	0	0.0693199240831874	0.00423226572572485	0.027498134944722	0	0.0376844806665421	0.0521452945565656	0	0.0345282457158451	0.0237793295818487	0.0678475308365269	0	0.135319016162593	0.205015362723303	0	0	0	0.00147893481713699	0	0.0616530639393494	0	0.279498416246655	0	0.76661680880316	0.674046396883048
GTEX-117XS	0	0.131918465474076	0.0606235908141403	0.132952347136958	0	0	0.105943378950863	0	0.0963696421656706	0.0810573504495159	0.0429866140828102	0	0.0454999303084217	0.0734662890794919	0	0.00229978883900853	0	0.0237724499066446	0	0.0666542598387524	0.0644336753674676	0.0720222175861795	0	0.551898698504892	0.840526701988256
GTEX-117YW	0	0.0708555408440857	0.0165132752383754	0.306868994095247	0	0	0.0923912054559376	0.00988882109138192	0.0903015794052836	0	0.102694127304868	0	0.0321267238033843	0.0599449828983708	0	0	0	0	0	0.133834861994665	0.0186127935234072	0.0659670943449935	0	0.572552516061443	0.822251479679779
GTEX-1192W	0	0.10608439052786	0.0122166666401516	0.0735512164650094	0	0	0.0836372478071163	0	0.0543133606378006	0.0791623526321143	0.0641591591964159	0	0.108572080083414	0.031047570529747	0	0.00540296586929284	0	0	0	0.0828141867253174	0.10756285691775	0.191475945968011	0	0.637072039108886	0.786563674884424
GTEX-1192X	0	0.119738375413317	0.0129732636053367	0.114443766114237	0	0	0.104923071633586	0	0	0.0569056474680032	0.217887300874295	0	0.022969421370871	0	0	0.00558712736539164	0.000717209203812333	0	0	0	0	0.343854816951149	0	0.690045716217869	0.727730082393225
GTEX-11DXX	0.05419138693375	0.00841507525703292	0	0	0.0337942995641483	0	0.0243416143522351	0	0.00518752328225455	0.0178565881584671	0.0637060916025124	0	0.143694626178795	0.106759887053941	0	0	0	0	0	0.0165052924365566	0	0.525547615180306	0	0.721269327464785	0.696578262071301
