344,33,0
155,0,0
123,0,0
308,0,0
114,0,0
105,0,0
224,0,0
204,0,0
531,0,0
237,1,0
50,0,0
263,0,0
201,0,0
258,0,0
449,0,0
270,0,0
447,0,0
217,0,0
517,0,0
603,0,0
284,0,0
209,0,0
280,0,0
183,0,0
238,14,29
349,0,0
212,0,0
127,0,0
357,0,0
158,0,0
604,0,0
417,0,0
436,0,0
176,0,0
594,0,0
111,0,0
569,0,0
194,0,0
263,0,0
122,0,0
260,0,0
312,0,0
718,19,80
238,0,0
137,0,0
327,1,8
338,0,0
260,0,0
402,0,0
328,0,0
177,0,0
108,0,0
389,0,0
392,0,0
125,0,0
220,0,0
255,0,0
288,0,0
273,0,0
299,0,0
302,0,0
277,0,0
195,0,0
280,0,0
94,0,0
181,0,0
245,0,0
258,17,3
224,0,0
452,0,0
610,0,0
345,0,0
136,0,0
288,0,0
166,0,0
280,0,0
231,0,0
139,0,0
313,0,0
515,0,0
269,0,0
411,0,0
346,0,0
377,0,0
357,0,0
364,0,0
170,0,0
220,0,0
201,0,0
242,0,0
152,0,0
199,0,0
497,0,0
418,0,0
163,0,0
403,0,0
201,0,0
137,0,3
233,0,0
389,0,0
152,0,0
398,0,0
672,0,0
263,0,0
441,0,0
410,0,0
299,0,0
298,0,0
287,0,0
331,0,0
219,26,22
233,0,0
593,51,72
206,0,0
220,0,0
529,0,0
191,0,0
237,0,0
234,0,0
309,0,0
296,0,0
222,0,0
209,0,0
162,0,0
166,0,0
273,0,0
345,0,0
155,0,0
89,0,0
139,0,0
429,0,0
245,0,0
46,7,4
314,0,0
295,0,0
327,0,0
355,0,0
219,0,0
259,0,0
273,0,0
220,0,0
244,0,0
161,0,0
195,0,0
348,0,0
260,0,0
260,0,0
485,0,0
262,0,0
148,0,0
158,0,0
186,0,0
294,0,0
150,0,0
176,0,0
103,0,0
291,0,0
217,0,0
179,0,0
68,0,0
445,0,0
177,0,0
143,8,17
357,0,0
346,0,0
154,0,0
410,0,0
141,0,0
368,0,0
166,0,0
405,0,0
132,0,0
121,0,0
151,0,0
260,0,0
420,0,0
206,0,0
105,0,0
245,0,0
374,0,0
82,0,0
539,0,0
197,0,0
141,0,0
673,0,0
177,0,0
199,0,0
184,0,0
248,0,0
141,0,0
163,0,0
299,0,0
546,0,0
301,0,0
181,0,0
165,28,18
103,0,0
420,0,0
112,0,0
254,0,0
187,33,4
352,0,0
259,0,0
290,0,0
288,0,0
204,0,0
368,0,0
513,0,0
511,0,0
470,0,0
172,0,0
357,0,0
141,0,0
359,0,0
319,51,26
266,0,0
166,0,0
241,0,0
229,0,0
148,0,0
217,0,0
535,0,0
652,0,0
266,0,0
263,0,0
482,0,0
157,0,0
154,0,0
409,0,0
291,0,0
364,0,0
259,60,7
432,0,0
373,0,0
104,0,0
292,0,0
429,0,0
227,0,0
280,0,0
457,0,0
205,0,0
432,0,0
312,24,14
212,0,0
337,0,0
367,0,0
163,0,0
332,0,0
109,0,0
382,0,0
191,8,29
206,0,0
270,0,0
295,0,0
258,29,6
309,0,0
181,0,0
362,0,0
453,0,0
292,0,0
603,0,0
107,0,0
306,0,0
181,0,0
168,0,0
450,0,0
133,0,0
247,0,0
291,0,0
291,0,0
350,0,0
338,0,0
137,0,0
248,0,0
291,0,0
355,0,0
598,0,0
316,0,0
115,0,0
258,0,0
222,0,0
330,0,0
245,0,0
144,0,0
240,0,0
143,0,0
601,0,0
213,0,0
313,0,0
162,0,0
165,0,0
535,0,0
417,0,0
274,0,0
272,0,0
310,0,0
280,0,0
400,0,0
463,0,0
310,0,0
281,0,0
406,0,0
252,0,0
644,0,0
762,0,0
388,0,3
255,0,0
118,0,0
132,0,0
197,0,0
209,30,22
427,0,0
169,0,0
245,0,0
226,0,0
112,0,0
247,0,0
168,0,0
236,0,0
270,0,0
181,0,0
256,0,0
496,0,0
107,0,0
284,0,0
406,0,0
269,0,0
450,0,0
175,0,0
194,0,0
119,0,0
370,0,0
125,0,0
327,0,0
158,0,0
215,0,0
409,1,1
263,0,0
216,0,0
233,0,0
231,0,0
43,0,0
443,0,0
206,0,0
211,0,0
260,0,0
148,0,0
400,0,0
366,0,0
298,0,0
122,0,0
360,0,0
202,0,0
305,0,0
528,0,0
270,3,3
320,0,0
190,0,0
531,0,0
357,115,8
284,0,0
596,0,0
319,0,0
431,0,0
219,0,0
240,0,0
188,0,0
316,0,0
445,0,0
367,0,0
197,0,0
208,0,0
248,0,0
260,0,0
375,0,0
406,0,0
366,0,0
371,0,0
332,0,0
217,0,0
150,0,0
475,0,0
248,0,0
229,0,0
197,0,0
122,0,0
428,0,0
301,0,0
161,0,0
137,0,0
280,0,0
227,0,0
256,0,0
399,0,0
278,0,0
344,0,0
927,123,33
295,0,0
378,0,0
32,0,0
145,0,0
398,0,0
905,0,0
536,0,0
544,0,0
273,0,0
330,0,0
211,0,0
140,0,0
216,0,0
179,44,14
431,0,0
133,0,0
345,0,0
165,0,0
226,0,0
215,0,0
247,0,0
393,0,0
244,0,0
511,0,0
291,0,0
290,0,0
266,0,0
571,0,0
169,0,0
98,8,10
290,0,0
104,0,0
94,0,0
308,0,0
112,0,0
242,0,0
198,0,0
425,0,0
457,0,0
65,0,0
194,0,0
389,0,0
640,0,0
143,0,0
359,0,0
213,0,0
230,0,0
580,0,0
244,0,0
170,0,0
249,0,0
283,0,0
251,0,0
434,37,10
273,0,0
320,4,0
169,0,0
100,0,0
345,0,0
269,0,0
339,0,0
263,0,0
328,0,0
330,0,0
305,28,7
233,0,0
158,0,0
244,50,24
410,0,0
263,0,0
94,0,0
121,0,0
360,0,0
222,0,0
132,0,0
198,0,0
126,0,0
242,35,1
434,0,1
334,0,0
249,0,0
237,1,0
216,0,0
403,64,3
280,50,21
317,0,0
161,0,0
219,0,0
273,0,0
557,0,0
594,0,0
393,0,0
270,0,0
237,0,0
241,0,0
145,0,0
327,0,0
144,0,0
389,0,0
212,0,0
349,0,0
299,0,0
274,54,66
236,33,12
292,0,0
248,0,0
276,0,0
209,0,0
195,0,0
173,0,0
273,0,0
179,0,0
122,0,0
287,0,0
266,0,0
348,0,0
375,0,0
205,0,0
116,0,0
658,0,0
273,1,0
402,3,0
168,0,0
259,0,0
145,0,0
170,0,0
116,0,0
205,0,0
323,0,0
429,0,0
227,0,0
204,0,0
283,0,0
259,0,0
94,0,0
326,0,0
198,0,0
114,1,1
328,0,0
144,0,0
288,0,0
170,0,0
217,0,0
378,0,0
270,0,0
260,0,0
479,0,0
387,0,0
66,0,0
85,0,0
165,0,0
168,0,0
145,0,0
396,0,0
244,0,0
272,0,0
133,0,0
101,0,0
355,0,0
205,0,0
327,0,0
501,0,0
421,0,0
272,0,0
150,0,0
326,0,0
377,0,0
399,0,0
459,0,0
154,0,0
111,0,0
163,0,0
260,0,0
299,0,0
309,0,0
324,0,0
288,0,0
296,0,0
147,0,0
284,0,0
144,0,0
180,0,0
389,0,0
418,0,0
