0.0149,-0.0101,0.0016,0.0049,0.0215,1,1,2,7.40130396845855
0.0152,-0.0052,0.0041,0.006,0.0357,1,1,1,7.3584289186927
0.0153,-0.0082,0.0173,-0.0069,0.0176,2,1,1,7.24694271762541
0.0141,-0.0025,-0.0036,0.0053,0.0064,1,1,2,7.3371835615354
0.0151,-0.0043,0.0268,0.0035,0.0484,1,2,1,6.93357383441854
0.0118,-0.0047,-0.0821,0.0024,0.0018,1,1,1,7.18954087083163
0.0148,-0.007,9e-04,-0.0104,0.0139,1,1,1,7.34580118745115
-0.0089,0.1241,0.0025,-0.3116,-0.0406,1,1,2,7.2828029066734
0.0145,-0.0073,0.0219,0.0193,0.0173,2,1,1,7.43894531995282
0.0146,-0.0052,0.0308,0.0019,-0.0329,1,1,1,7.25822750235975
-0.0929,-0.0142,0.0037,0.0103,-0.0056,1,1,1,7.12205248726198
0.0139,-0.0097,0.0067,-0.0144,0.0296,1,1,2,7.29252416543352
0.014,-0.008,-0.0047,0.0077,0.0116,1,1,2,7.34512947662729
0.0149,-0.0042,0.0074,0.0066,-0.0075,1,1,1,7.32476123251405
0.014,-0.0028,0.0354,0.0067,-0.1157,2,1,1,7.3145698503445
0.0132,0.0032,0.0434,0.0023,-0.0288,1,1,1,7.47462192129908
0.0147,-0.0068,-0.0059,-1e-04,0.0026,2,1,2,7.49635782877227
0.0142,-0.0045,0.0061,0.0036,-0.0299,1,2,1,7.28528555367606
0.0115,-7e-04,-0.0606,-0.002,-0.0067,2,1,2,7.40437525984857
0.0143,-0.008,0.0061,5e-04,0.0224,2,1,1,7.49874774403555
0.0144,-0.0099,0.0078,-0.0115,0.0226,1,1,2,7.33566059769072
0.0157,-0.0042,0.0144,-0.0209,0.0068,2,1,1,7.27702051261313
0.0158,-0.0019,0.0102,-0.0011,0.0032,1,1,1,7.56034614067925
0.0136,-7e-04,-0.0055,-0.016,0.0239,1,1,1,7.22867309314465
0.0153,-0.0043,0.0261,0.0185,-0.0032,1,1,1,7.35352066790545
0.0147,-0.008,0.0081,-0.0087,0.0221,2,1,2,7.45987773668662
-0.0028,9e-04,0.0188,0.0446,-0.077,1,1,1,7.23129820909629
0.0156,-0.0097,0.0239,-0.0182,0.0075,1,1,2,7.44241582742989
0.0141,-0.0083,0.0026,0.015,0.0228,1,1,1,7.4706940423794
0.0078,0.0044,-0.1499,0.0024,-0.0107,2,1,2,7.17811028400113
0.0145,-0.0073,0.0154,0.0056,0.0377,1,1,2,7.46398737435069
0.0142,-0.0039,-0.0217,0.0023,-0.0117,1,1,2,7.29695050257264
0.0157,-0.0031,0.0053,-0.0017,0.0151,1,2,1,7.37014919937169
-0.1007,-0.0096,0.003,-0.0011,-0.0059,1,2,1,7.32631986138921
0.0111,-0.0025,-0.0751,0.0077,0.0096,1,2,2,7.41151989092849
0.0119,-3e-04,-0.0759,0.0057,0.0304,1,1,1,7.17602240344572
0.014,-0.0055,-0.0147,0.0037,0.0027,1,1,1,7.2786127066854
0.0157,-0.0076,-0.0097,-0.008,0.0133,1,1,1,7.35293753383652
0.0148,-0.0085,0.0074,-0.0139,0.0379,1,1,1,7.25659126273916
0.0144,-0.0075,0.0227,-0.0134,-0.0012,1,1,2,6.99157319525647
0.015,-0.007,0.0084,0.0069,-0.0078,1,1,2,7.33186725990147
0.0146,-0.0053,0.0025,0.003,-0.0024,2,1,2,7.30603954617027
0.0144,-0.003,0.0116,-0.0042,-0.0139,1,1,2,7.34609359190169
-0.0985,-0.015,-0.0054,0.0026,-4e-04,1,1,2,7.36915161790711
0.0148,-0.0019,0.0132,-0.015,0.0175,1,1,1,7.27204948397005
-0.1005,-0.0101,0.0096,0.0017,-0.0077,2,1,1,7.51452994223698
-0.1036,-0.0173,0.0033,0.0045,0.0071,2,1,1,7.46093876068614
-0.0712,-0.0136,0.0076,0.0064,0.0035,2,1,1,7.40965324274853
-0.0032,0.078,-0.0675,0.0115,-0.0366,2,1,1,7.59781552146576
0.015,-0.0039,0.0027,0.0159,0.0214,1,1,1,7.40681392107357
0.0149,-0.0013,0.0062,0.0018,-0.0398,1,1,2,7.31754903887027
0.0134,-0.0047,-0.0111,-0.0098,0.0208,1,1,1,7.16530410800416
0.0157,-0.0042,0.014,0.0054,0.022,2,1,1,7.46476870874711
0.0145,-0.0122,0.0246,-0.0082,0.0301,1,1,2,7.47129668487604
0.0155,-0.0052,0.0145,-0.0052,0.0233,1,1,2,7.20405165733089
0.0151,-0.0117,0.0189,-0.0041,0.0301,1,1,2,7.43804909312517
0.0148,-0.0085,0.0125,-0.0026,0.0183,1,1,1,7.30665215241907
-0.0583,-0.0045,0.0191,-0.0048,-0.008,1,1,1,7.42721913719159
0.0121,0.0019,-0.0615,0.02,-0.063,1,1,2,7.18597903416428
0.0139,-0.004,0.008,-0.0069,0.0098,2,1,1,7.24898974807687
0.0144,-0.0032,0.0123,-0.0198,-0.0131,1,1,1,7.37806396549949
0.01,-0.0053,-0.064,0.0061,0.0154,1,2,2,7.39501129732384
0.0152,-0.0021,0.0117,0.021,-0.0604,1,1,2,7.25333456391647
0.0145,-0.0077,0.0284,-0.002,0.0247,1,1,2,7.52370443963544
0.0143,0.0085,0.0375,0.0238,-0.0532,1,1,2,7.12098523040521
0.0148,-0.006,0.0154,0.0143,0.0425,2,1,1,7.44430073552262
-0.0953,-0.0064,6e-04,-0.0032,-0.0123,1,1,2,7.37046851059973
0.014,-0.0011,-0.0218,-0.0159,0.0084,2,1,1,7.33953411833536
0.0121,-0.005,-0.0179,0.0128,-0.0408,1,1,1,7.36054382846581
0.0133,-0.0014,-0.021,0.0086,-0.0096,2,1,1,7.44127771396995
0.0145,-0.0117,0.0035,-0.0088,-0.0092,1,1,1,7.48534349685312
-0.0612,0.001,-0.0071,-0.0433,-0.0099,2,1,2,7.47501655183296
0.0134,-0.0088,0.0044,0.0052,0.0148,1,1,1,7.30425925178504
0.0147,-0.0061,0.0183,0.0089,0.0175,1,1,1,7.4433158351428
0.0143,-0.0048,-0.0055,-0.0113,0.0195,1,1,1,7.01504939227252
0.0161,-0.0084,0.0136,-8e-04,0.0478,1,1,1,7.30883851944981
0.0047,0.0373,-0.0137,-0.1217,-0.0209,2,1,1,7.30431705539088
0.0134,-0.0042,-0.0324,-0.0039,0.0139,2,1,2,7.40565133512291
0.015,-0.0025,0.0377,-0.0159,0.0374,1,1,1,7.34427083111416
0.0139,-0.0067,0.0187,0.0107,-0.0048,2,1,2,7.48070279508824
0.0118,-8e-04,-0.0695,-0.0052,-0.0049,1,1,1,7.44462097851553
0.0128,-0.0024,-0.0345,0,-0.0045,2,1,1,7.52676873216294
0.0149,-0.0113,0.0133,-6e-04,0.0325,1,1,1,7.41386726252009
