"sample.s","b0","divisor","NBod","nsnpi","full","short","fullNBod","fullBBod","fullb0","shrtNBod","shrtBBod","shrtb0"
2,0,1,0.01,4,0.064,0.072,0.00853925032615925,0.00938680335200753,0.00402810077259127,0.00858243151327077,0.00858243151327077,0.00361146591845842
2,0,1,0.1,4,0.06,0.084,0.0884287644462728,0.100340030263427,-0.00450929834402281,0.0902530795702501,0.0902530795702501,-0.00159511619562767
2,0,1,0.5,4,0.172,0.186,0.467098079856019,0.475185538163484,0.0105992490968056,0.472841546470875,0.472841546470875,0.00902746324619752
2,0,1,2,4,0.21,0.23,1.89772254071042,1.91330634355305,0.0179426839647425,1.905568050216,1.905568050216,0.00945726830003766
2,0.5,1,0.01,4,1,1,0.00852996594224187,0.0082810248503362,0.495367736133122,0.00853272953097943,0.00853272953097943,0.495229502293358
2,0.5,1,0.1,4,0.998,0.998,0.0909381820273429,0.0932875963842243,0.506225163006835,0.0923813928360232,0.0923813928360232,0.503317766017847
2,0.5,1,0.5,4,0.87,0.88,0.466205549384246,0.467259161491436,0.514527139390488,0.468684287981756,0.468684287981756,0.511583514993656
2,0.5,1,2,4,0.612,0.628,1.89469711150942,1.97130575826439,0.484567362711645,1.93783766285458,1.93783766285458,0.483809847943874
2,1,1,0.01,4,1,1,0.00845358843639207,0.00833614706222845,1.00167516453669,0.00847238500798455,0.00847238500798455,1.00041415314131
2,1,1,0.1,4,1,1,0.0909978532088341,0.0930324914880937,0.991391255509462,0.0914768932075263,0.0914768932075263,0.990884492399765
2,1,1,0.5,4,1,1,0.466208103576935,0.480658758670415,0.996942011175631,0.474160592697338,0.474160592697338,1.0033369396567
2,1,1,2,4,0.956,0.966,1.88428931398725,1.95923102435169,0.996205259572181,1.89339812155382,1.89339812155382,1.00731410785188
