nm,int,od,b.gPC1,b.gPC2,b.cnd,e.int,e.od,e.gPC1,e.gPC2,e.cnd,pval,status,qval
ENSG00000266338.6,0.087974538,-4.079500108,-0.053811284,0.021108981,0.026903489,0.95136594,2.54E-13,0.2481748,0.801342442,0.712522349,0.710112411,0,0.682687621
ENSG00000227372.11,-0.406062303,NA,0.004437934,0.025117294,0.017561881,0.461696018,NA,0.863702096,0.297192169,0.534477066,0.534454804,1,0.620214978
ENSG00000131788.15,1.281677964,-4.004043474,-0.039266529,-0.091730031,-0.064823524,0.384694759,1.16E-08,0.467923721,0.587593686,0.411291906,0.42087244,0,0.569315344
ENSG00000235169.7,-0.280235897,-2.459225323,-0.268317125,0.01354445,-0.042385681,0.891548423,4.08E-13,0.00288401,0.949518217,0.695919953,0.695014362,0,0.679090426
ENSG00000271601.3,-3.204054103,-4.146624078,0.055682485,0.092724211,0.175855303,0.000808135,2.59E-27,0.114791504,0.370266213,0.00051997,0.000604307,0,0.01055915
ENSG00000265972.5,0.317613059,-7.170076878,-0.004459076,0.001716165,-0.012510293,0.00455955,0,0.292972633,0.686874215,0.033901737,0.035817659,0,0.170128356
ENSG00000264343.5,-1.960432616,-1.960796788,-0.100947433,0.02942369,0.088493461,0.358379085,8.31E-21,0.401730013,0.758343091,0.428103613,0.424827472,0,0.571152012
ENSG00000268043.7,-0.553536826,-4.019830162,0.022447075,-0.066310096,0.039721613,0.398051039,6.47E-40,0.475708959,0.018398708,0.241556638,0.242108534,0,0.455864968
ENSG00000131791.7,0.41764759,-6.363013803,0.011966837,-0.010701243,-0.013991043,0.39157036,4.06E-05,0.692530783,0.727257638,0.577464833,0.578967271,0,0.637056808
ENSG00000130764.9,-0.031183366,-5.314520431,0.01315053,-0.02620431,-0.004761163,0.926086244,5.65E-63,0.419872087,0.484270878,0.785830546,0.785968387,0,0.704485766
ENSG00000131778.18,0.936592971,-5.203460841,0.013809338,-0.004642853,-0.036202661,0.010504834,6.33E-53,0.550884825,0.851402219,0.054458432,0.055356573,0,0.216557126
ENSG00000162836.11,-0.654132556,-4.462114384,0.068275088,-0.034345431,0.028600863,0.168292846,5.59E-52,0.037061439,0.346814251,0.246955341,0.247607027,0,0.459705361
ENSG00000263956.6,-7.550056758,-2.008849376,-0.025316078,-0.132365099,0.398726702,0.000843912,2.34E-17,0.736813458,0.346726515,0.000617337,0.000880683,0,0.013738092
ENSG00000274020.2,-0.892541802,-4.924919448,-0.016932643,0.024941654,0.041427678,0.111549144,6.52E-30,0.671769018,0.440799219,0.161919697,0.167051208,0,0.385538734
ENSG00000231551.8,-1.661434414,-3.864677763,-0.025236492,0.049706251,0.071524632,0.197314951,2.25E-13,0.587395393,0.718959298,0.286190585,0.286293566,0,0.489570686
ENSG00000225871.2,1.339333074,NA,-0.126725968,-0.179502897,-0.062419677,0.48333432,NA,0.0799368,0.408457694,0.5252104,0.524873633,1,0.617189824
ENSG00000270629.5,-1.528909122,-0.499795022,-0.04332078,-3.836264225,0.0212619,0.812968748,0.156846138,0.922829014,0.407799801,0.952050976,0.950179065,0,0.741494881
ENSG00000178104.19,8.771741587,-3.233647179,0.226061497,-0.204479832,-0.430017307,0.00833549,4.23E-07,0.092306049,0.391771628,0.010358576,0.016647353,0,0.106560662
ENSG00000269713.7,6.124780455,-2.371470312,0.059182527,0.103275384,-0.27223939,0.013962581,2.78E-10,0.520148456,0.189915784,0.030234674,0.035347496,0,0.168860068
ENSG00000274265.4,0.367633236,-2.602124779,-0.45432084,-0.081463208,0.002325303,0.926622432,1.46E-05,0.194120194,0.35909341,0.990873476,0.990880688,0,0.748469445
ENSG00000271383.6,-1.776627996,-4.246666247,-0.046112932,-0.037856294,0.070732478,0.007220988,3.07E-81,0.140523213,0.139779434,0.041351251,0.045915887,0,0.195428418
ENSG00000116198.12,-2.236748813,NA,-0.00492112,-0.001420458,0.099995375,3.14E-10,NA,0.805361054,0.933261722,4.34E-08,4.12E-08,1,4.79E-06
ENSG00000277147.4,-6.426949513,-4.072292147,-0.035079358,0.026735814,0.319149492,0.006121749,0.000108091,0.852507268,0.76052833,0.008536166,0.010388535,0,0.079430126
ENSG00000150337.13,-3.659106049,NA,7.109407512,0.70431831,0.079753346,0.064419434,NA,0.009795531,0.036651764,0.278536896,0.279078286,1,0.484742416
ENSG00000203814.6,1.109950353,-5.735288755,-0.005032146,0.045110045,-0.039863275,0.058291216,2.64E-46,0.874941665,0.540305827,0.179122463,0.184787936,0,0.404032986
ENSG00000261716.1,0.285809777,NA,-0.006670437,0.032390204,-0.007150366,0.616826554,NA,0.7877313,0.729389459,0.806698641,0.806700515,1,0.708225413
ENSG00000184678.10,0.978098512,-4.22603134,-0.040845445,0.862349287,-0.035179842,0.520442332,2.75E-18,0.494403321,0.002866809,0.655248995,0.657475905,0,0.666247322
ENSG00000198912.10,0.396894967,-6.03838057,-0.051660255,-0.005345707,-0.035232697,0.358908737,1.04E-10,0.014253017,0.809283999,0.113004753,0.114452378,0,0.321869572
ENSG00000143401.14,-0.616077732,NA,-0.022882333,0.115825935,0.02652149,0.38710241,NA,0.430030276,0.081167688,0.47022555,0.470158934,1,0.593146057
ENSG00000266472.5,0.055475447,-5.628663923,0.006321515,0.096465558,0.008643386,0.884127695,9.59E-33,0.729560248,0.000152097,0.663323234,0.663615181,0,0.667693207
ENSG00000163125.15,1.35586034,NA,0.057440407,0.032483791,-0.063533873,0.03263117,NA,0.106260819,0.237900744,0.053120805,0.052980133,1,0.21172262
ENSG00000143382.14,0.442587496,-2.966370579,0.148338784,0.222727762,0.001181936,0.730523539,1.35E-41,0.004902665,0.492346353,0.986003326,0.986029012,0,0.747234956
ENSG00000203804.4,0.439318039,-3.022233685,-0.066377482,0.016703545,-0.003986979,0.802243516,1.11E-18,0.529689597,0.764009684,0.966198478,0.966014895,0,0.744114638
ENSG00000143384.12,0.162401588,-6.730726318,0.010028167,-0.000256228,-0.000888826,0.359054047,1.39E-187,0.415078664,0.971660866,0.923253332,0.92341803,0,0.737436752
ENSG00000143457.10,-0.264630256,-5.857074832,-0.024153818,-0.000711623,0.004960166,0.716066614,3.37E-05,0.465185992,0.984397014,0.896383166,0.896475904,0,0.731602281
ENSG00000131697.17,-1.289767189,-5.16991196,-0.010127113,-0.05147769,0.058204006,0.038531271,1.40E-09,0.77981051,0.220001809,0.069448006,0.072360744,0,0.25596815
ENSG00000163131.10,0.106235031,-4.866930464,-0.015047904,-0.023582675,0.00188931,0.715237433,2.57E-306,0.524629409,0.375626114,0.901162678,0.901247761,0,0.732432977
ENSG00000143437.20,-1.213861014,-4.056661414,-0.317405506,-0.079537548,0.064349223,0.165657632,4.04E-29,0.470238802,0.268719269,0.154915923,0.157018999,0,0.374865596
ENSG00000143379.12,-0.017998491,NA,-0.00022748,0.038338464,0.003016216,0.978633833,NA,0.994534593,0.322081434,0.932225099,0.932225053,1,0.739276353
ENSG00000143418.19,-0.265493289,-6.538492965,-0.002000582,-0.003252037,0.012214698,0.109339658,1.74E-108,0.832235218,0.731597714,0.157557593,0.159857387,0,0.377357047
ENSG00000143409.15,-0.056572087,-6.351342892,-0.009131594,-0.013836212,0.006711353,0.865898698,6.57E-43,0.436557972,0.383494359,0.707057355,0.708089166,0,0.682687621
ENSG00000143363.15,0.725539281,-5.586224136,0.008108703,-0.029992297,-0.034072971,0.402727083,0.000691376,0.827284452,0.442134671,0.445756474,0.445425765,0,0.58125129
ENSG00000163141.18,2.02376508,-4.810744065,0.05348765,-0.582524035,-0.093812779,0.338076848,0.00784907,0.597196642,0.544723942,0.397583517,0.397025015,0,0.556519943
ENSG00000069424.14,0.203890684,-4.922112949,0.042637508,0.003518962,-0.006517182,0.361202679,0,0.000628036,0.770689673,0.578922786,0.579614987,0,0.637287449
ENSG00000213190.3,0.144195923,-5.314190731,0.01646274,-0.014714178,0.000746485,0.814229709,5.46E-16,0.530077048,0.553556277,0.9812426,0.981212528,0,0.746404103
ENSG00000143434.15,-1.133582506,-5.972560371,-0.005946174,0.069197448,0.051971573,0.206254843,0.016795992,0.886150653,0.34671827,0.254619229,0.254257552,0,0.465810166
ENSG00000163156.11,-0.126755258,-5.845850866,0.127118588,-1.701886735,-0.016086021,0.923563974,1.70E-08,0.074833896,0.004378441,0.81825101,0.824240974,0,0.712512129
ENSG00000159352.15,-0.0299549,-6.278997093,0.009677254,0.001867834,-0.000468581,0.857512128,1.96E-182,0.447384843,0.847897512,0.957548451,0.957598432,0,0.742794829
ENSG00000143390.17,-0.024655543,-6.266265658,-0.011208488,-0.01131578,0.005273044,0.962903021,6.39E-06,0.748612364,0.697429633,0.845655987,0.846888478,0,0.717070884
ENSG00000143416.20,0.407540232,-4.163136186,-0.134296112,0.650038618,-0.027981293,0.652606257,2.70E-33,0.027629408,0.206816917,0.549672813,0.549781187,0,0.626738983
