nm,int,od,b.gPC1,b.gPC2,b.cnd,e.int,e.od,e.gPC1,e.gPC2,e.cnd,pval,status,qval
ENSG00000235169.7,3.452792087,-3.349392955,-0.185365011,0.000996457,-0.31075947,0.040206695,5.09E-12,0.00452819,0.995608254,0.006673069,0.005393767,0,0.053518
ENSG00000265972.5,0.119204946,-7.119463887,-0.004044612,0.002135147,-0.002612889,0.1892336,0,0.351593469,0.622194693,0.669276199,0.669606234,0,0.704743179
ENSG00000264343.5,-0.731969728,-1.946747025,-0.10903931,0.014838939,0.031357836,0.61797991,1.17E-20,0.367414507,0.875177254,0.752858461,0.752510705,0,0.735787581
ENSG00000131791.7,0.714417138,-6.649965909,0.016889831,-0.012179785,-0.038381971,0.032869415,0.001010321,0.568869341,0.687202776,0.087941223,0.09061493,0,0.301827821
ENSG00000130764.9,0.533569121,-5.447344735,0.006069368,-0.026958872,-0.044193524,0.034711413,8.77E-56,0.707588136,0.46331185,0.009277653,0.010188922,0,0.083208698
ENSG00000131778.18,1.502705006,-5.396194638,-0.00103022,-0.007129408,-0.08481414,1.09E-07,4.09E-44,0.964153233,0.769628607,6.83E-06,8.28E-06,0,0.000424549
ENSG00000263956.6,0.075952741,-2.933338777,0.093828655,0.093859929,0.024417307,0.930273086,9.67E-37,0.079598264,0.178328468,0.670310902,0.669434946,0,0.704743179
ENSG00000269713.7,-1.473082252,-1.051419912,0.289655721,0.062044355,0.126086334,0.641308023,2.40E-05,0.149459404,0.328125982,0.558477931,0.544787128,0,0.663982697
ENSG00000274265.4,-0.072731971,-2.706081747,-0.446581867,-0.077434648,0.032987169,0.971590625,1.11E-05,0.17686648,0.288373869,0.809190498,0.815058433,0,0.753634432
ENSG00000116198.12,-1.563080211,-6.721071355,-0.00140954,-0.00160668,0.084808036,6.96E-07,1.49E-05,0.945914615,0.927318111,5.35E-05,6.95E-05,0,0.00215374
ENSG00000150337.13,-0.899194746,-2.1527046,0.007648014,-1.585914799,-0.002557792,0.78334481,5.30E-08,0.976098661,0.551649471,0.991322155,0.991567015,0,0.786231883
ENSG00000203814.6,-1.214725584,-3.210613119,0.154508701,0.035173244,0.100777606,0.161756352,5.92E-56,0.00703098,0.827056723,0.081594286,0.083596702,0,0.288813188
ENSG00000261716.1,1.254879492,-4.743397563,0.02664032,0.03441081,-0.06208459,0.268486365,4.14E-07,0.605422617,0.911760759,0.415953049,0.415742522,0,0.602673191
ENSG00000143368.9,0.166022331,-6.307403335,-0.062634263,0.93847934,0.011393942,0.854106766,0.000109351,0.399018851,0.084578291,0.857437945,0.857591032,0,0.759491485
ENSG00000198912.10,-0.364397478,-5.568339888,-0.124785817,-0.017685113,0.006877388,0.37632868,1.37E-15,0.00042496,0.453142744,0.802880485,0.803625737,0,0.751366519
ENSG00000117362.12,-0.176807706,-7.355927606,-0.009540673,-0.020583576,0.01778366,0.583075604,0.000314904,0.677346884,0.078835448,0.414468449,0.421856634,0,0.605676541
ENSG00000266472.5,-0.084691673,-6.079746518,-0.014561941,-0.062123771,-0.006282117,0.797474702,4.14E-19,0.522405117,0.015006996,0.77457296,0.774651702,0,0.742131264
ENSG00000163125.15,0.397885902,NA,0.020032804,0.041419524,-0.01762919,0.195279957,NA,0.430663587,0.086459914,0.391451952,0.391385122,1,0.589608947
