geneid	NA18858	HG00187	NA20521	NA12399	NA19248	NA18519	NA11920	HG00179	NA20508	NA12155	NA06984	HG00339	HG00341	NA18912	NA12874	NA20815	NA18868	HG00272	NA12750	NA12043	HG00344	NA12383	NA20798	NA19175	NA12775
1	2.20790215622958	3.43230590033383	2.17762849879341	0.604323487600445	1.86483761462929	2.07054347168705	2.4178310494206	2.36995584250825	2.72842054388646	1.76939966362483	1.84398845100411	2.54584540319183	1.81678212277089	3.69361936739644	2.61906380151467	2.06789062920939	3.07091383664322	2.07944154167984	1.57317293612151	1.87203922883025	2.30926284165757	2.27370322440312	1.36438720773768	2.64597274029414	3.07141146577736
2	7.50308523013731	7.67046275471032	7.06551953964444	5.45809024482786	7.55038930673993	6.76342474928715	7.41132096739745	6.84843969118009	7.49429809149023	6.96798257504016	6.74030676929828	7.06017295077343	7.27914700025239	8.25011310753717	7.46955157132309	7.83344836593353	7.30586697823543	7.31920245876785	7.08138772825304	7.52742826642255	6.91696326023123	6.99511169656724	7.05346592836006	7.39329186916369	8.03131122577067
