1	0	0	0	0	3	4	0	0	0	0	4	0	6	0	0	3	1	0	1	0	0	0	4	0
121	6	0	55	0	10	34	150	0	133	0	76	1	82	65	238	42	146	159	214	138	0	214	14	0
