nm,int,b.cnd,e.int,e.cnd,pval,status,qval
ENSG00000143376.12,0.001854042,-0.009803337,0.950218212,0.186313005,0.186484967,0,0.702692782
ENSG00000143436.10,0.136114109,-0.014270375,0.240159464,0.616712266,0.616677319,1,0.853197094
ENSG00000182134.15,0.227406635,-0.110973078,0.234556619,0.014641888,0.01487094,0,0.362518614
ENSG00000159445.12,-0.285330418,-0.034780178,0.033780264,0.293193044,0.297827427,0,0.767534308
ENSG00000197747.8,0.073309746,0.031611098,0.814022677,0.678762418,0.682507994,0,0.861955871
ENSG00000158286.12,-0.721670706,0.341471981,0.650658499,0.344577993,0.346308985,0,0.788071301
ENSG00000163191.5,-0.163380955,0.066524,0.128283794,0.018544408,0.030156521,0,0.462783733
ENSG00000163209.14,0.809669893,-0.104200992,0.030274367,0.24010519,0.238512392,0,0.741022123
ENSG00000163220.10,-0.458331328,0.039376692,0.159731734,0.6155863,0.620731332,0,0.853197094
ENSG00000163221.8,-0.520317168,-0.000260368,1.09E-05,0.992705979,0.992715746,0,0.888868624
ENSG00000143546.9,0.161968003,0.007175714,0.038735934,0.710112083,0.710033881,0,0.863313009
ENSG00000116237.15,0.353304186,0.032324191,0.029846459,0.42907258,0.435660802,0,0.820257247
ENSG00000197956.9,0.752279055,-0.191020461,0.095745737,0.068550158,0.092237495,0,0.599056698
ENSG00000196154.11,0.16319864,-0.114511168,0.847322338,0.552273929,0.558588886,0,0.839378266
ENSG00000189171.14,0.621079604,-0.008126493,0.425323158,0.966447095,0.966614368,0,0.885002185
ENSG00000158292.6,-0.172152321,0.090418674,0.551998179,0.179266935,0.185410535,0,0.702692782
ENSG00000160679.12,-0.051782879,0.048712396,0.465740187,0.006645078,0.008203339,0,0.2923754
ENSG00000143553.10,-0.017402127,-0.010456299,0.817528001,0.58831868,0.588371722,0,0.846011883
ENSG00000143624.13,0.318601435,-0.057992747,8.13E-05,0.00360293,0.004447441,0,0.234431542
ENSG00000143554.13,-0.04543843,-0.03104595,0.74580065,0.393445464,0.435021465,0,0.819843036
ENSG00000143614.9,-0.085171194,0.006367362,0.021591405,0.467749965,0.467734287,1,0.825695783
ENSG00000198837.9,0.287694929,-0.027990724,0.084119615,0.47937921,0.479536046,0,0.827999392
ENSG00000160741.16,0.182887035,-0.014582281,7.70E-05,0.199203833,0.19945147,0,0.711838515
ENSG00000143570.17,0.11103438,-0.005952039,0.326981084,0.828990736,0.828986186,1,0.874496595
ENSG00000097021.19,0.479529801,-0.092022205,0.145020766,0.252973922,0.25190881,1,0.745741951
ENSG00000143578.15,-0.353178193,0.035630579,0.32047756,0.682680067,0.682445399,1,0.861955871
ENSG00000143543.14,0.707350429,-0.134412128,4.02E-05,0.00065974,0.00331442,0,0.20769173
ENSG00000143545.8,-0.248146762,-0.004765071,0.505543803,0.955257584,0.955862502,0,0.883830247
ENSG00000143549.19,0.010241999,-0.016935344,0.876254815,0.306187601,0.307564671,0,0.770014199
ENSG00000143612.19,-0.019802066,0.000992887,0.845026059,0.967890347,0.967890319,1,0.885177793
ENSG00000143569.18,0.001351582,-0.023606261,0.985542372,0.185408929,0.185435152,1,0.702692782
ENSG00000187017.15,-1.603009662,0.106307412,0.001784826,0.395679837,0.391568898,0,0.807879174
ENSG00000143575.14,0.203478993,-0.02456896,0.029126362,0.275087662,0.275149179,0,0.757988428
ENSG00000143595.12,0.456749053,-0.020742071,0.10557011,0.757816192,0.757765539,1,0.869000619
ENSG00000143515.16,0.182082848,-0.022780869,0.003505556,0.133558247,0.133602735,0,0.658192413
ENSG00000160712.12,0.05599187,0.026905416,0.246758074,0.024018441,0.024572431,0,0.426376627
ENSG00000160714.9,-0.197589464,0.042275898,0.341089805,0.436911199,0.436875005,0,0.820415135
ENSG00000160710.15,0.139787508,-0.000772812,2.47E-17,0.852568239,0.852583891,0,0.876696346
ENSG00000163344.5,0.114781445,0.00883509,0.136237096,0.640868988,0.640891528,1,0.856643324
ENSG00000215788.9,-0.05883271,0.098311889,0.757480385,0.037120208,0.04519522,0,0.514922051
ENSG00000163346.16,0.051024626,-0.000477288,0.01300047,0.925146579,0.925105462,0,0.879555861
ENSG00000163348.3,0.355415862,-0.063113807,0.007581967,0.071633788,0.071415334,1,0.568283784
ENSG00000160691.18,-0.044164203,-0.023837304,0.452734524,0.110799684,0.110829855,1,0.625636672
ENSG00000160688.18,-0.797889462,0.164798906,0.126470406,0.158575092,0.157615046,1,0.688483361
ENSG00000160685.13,-0.054557447,0.002273693,0.008031774,0.658414452,0.658674929,0,0.858051442
ENSG00000143537.13,0.328986801,-0.018172787,1.44E-06,0.277983727,0.278509533,0,0.760616932
ENSG00000171680.21,-0.126167888,0.123110038,0.78651411,0.260345783,0.260437689,0,0.748847195
ENSG00000169242.11,0.098749549,0.048999819,0.746294266,0.534381513,0.535561513,0,0.837832138
ENSG00000163463.11,0.180610319,-0.041396677,0.611772122,0.615545708,0.615407728,1,0.853179639
ENSG00000169231.13,0.396144901,0.012785133,0.024883628,0.774801022,0.776007334,0,0.872464626
ENSG00000173171.14,0.263688359,-0.02019971,0.114339281,0.65031262,0.650252262,1,0.857617883
ENSG00000162408.10,-0.068237651,0.04207901,0.517656637,0.105098913,0.105068823,0,0.61468604
ENSG00000160766.14,-0.127436708,0.089702425,0.66721138,0.223494345,0.223427042,0,0.730165271
ENSG00000236675.1,-0.279893679,0.013434955,0.000161491,0.489693422,0.49077769,0,0.831174634
ENSG00000177628.15,-0.032971735,-0.026735324,0.855273632,0.560028157,0.56021212,0,0.839378266
ENSG00000160767.20,-0.270986709,0.120008242,0.403670139,0.167022464,0.166393482,1,0.696731581
ENSG00000116521.10,-0.04263353,8.10E-05,0.474576436,0.995641579,0.995767416,0,0.889154659
ENSG00000176444.18,-0.122472172,0.026626477,0.737609094,0.744923259,0.744874648,1,0.867671438
ENSG00000143627.17,0.334462296,0.007478328,0.393405491,0.932798907,0.932818723,1,0.880127934
ENSG00000204859.12,-0.344941096,0.030723021,0.060179723,0.506961398,0.510118784,0,0.835289328
ENSG00000116539.12,0.072053644,-0.053849759,0.800551467,0.437153235,0.438093982,0,0.821194919
ENSG00000163374.19,0.377341622,-0.07095655,0.022653965,0.085724016,0.086806523,0,0.594511873
ENSG00000132676.15,-0.114140674,0.00618551,0.080509091,0.701971982,0.702089232,0,0.863007238
ENSG00000116580.18,0.265355544,-0.07426438,0.524500119,0.462269514,0.462970781,0,0.825695783
ENSG00000162413.16,0.064296647,0.002523719,0.047881491,0.757470285,0.757581308,0,0.869000619
ENSG00000132718.8,-0.351000533,0.048968904,0.086096968,0.337064339,0.336660135,1,0.782678762
ENSG00000143622.10,0.246935979,-0.010986959,1.24E-05,0.44462941,0.446614894,0,0.821506314
ENSG00000132680.10,0.336327394,-0.140824997,0.376390698,0.190269468,0.195947897,0,0.709173168
ENSG00000116584.17,0.151201781,-0.005935894,0.002708475,0.631915616,0.631945906,0,0.855649486
ENSG00000273002.1,-0.794850258,0.098867536,0.00249205,0.175922027,0.175781847,1,0.702692782
ENSG00000163479.13,0.15351314,-0.006322978,0.102910243,0.806183929,0.807582066,0,0.872895764
ENSG00000160803.7,0.260156004,-0.035538455,0.047235475,0.276181387,0.276119113,0,0.758666692
ENSG00000116586.11,0.170087907,-0.021290427,0.002398022,0.137634034,0.137590445,1,0.662645063
ENSG00000160789.19,-0.581726606,0.057094088,1.24E-05,0.088017384,0.091089972,0,0.599056698
ENSG00000116273.5,0.339462268,-0.018982309,0.028486755,0.600234742,0.600074543,1,0.84732637
ENSG00000196189.12,-0.360976055,0.04066921,3.82E-22,1.09E-05,1.47E-05,0,0.011945117
ENSG00000160785.13,0.065138018,0.012701134,0.026475648,0.09127272,0.092658112,0,0.599056698
ENSG00000160783.19,0.05625084,0.007300916,0.318549691,0.603714998,0.603999985,0,0.847520722
ENSG00000160781.15,0.852539367,0.001628814,0.000584312,0.97958608,0.979686341,0,0.886742673
ENSG00000198952.8,1.015803455,-0.105309828,1.89E-35,1.64E-07,2.37E-07,0,0.001156956
ENSG00000163472.18,0.391327293,-0.023703725,0.002100235,0.48196397,0.48156111,0,0.828948553
ENSG00000198715.11,1.346609955,-0.102594399,5.25E-26,0.001076669,0.001096374,0,0.128705281
ENSG00000163468.14,0.031880841,0.017103901,0.802195256,0.589323049,0.589658106,0,0.846330029
ENSG00000041988.15,0.162082331,-0.004943428,0.050981035,0.807315321,0.807432098,0,0.872892239
ENSG00000116604.17,0.075784397,-0.033415337,0.247191465,0.040388149,0.043505362,0,0.506687194
ENSG00000183856.10,-0.509052828,0.072627215,0.340682887,0.547205893,0.546523889,1,0.839204088
ENSG00000163382.11,-0.185596159,0.009083008,0.034258219,0.679062707,0.680145004,0,0.861061029
ENSG00000160818.16,-0.111720778,0.015018795,0.292904375,0.580321942,0.580294525,1,0.843253795
ENSG00000143319.16,0.135164244,-0.013767976,0.216235202,0.603313829,0.603681277,0,0.847420924
ENSG00000143303.11,0.814158702,-0.126976003,0.126827979,0.297603524,0.293988702,1,0.767534308
ENSG00000007923.15,-0.050908382,-0.008380309,0.713198746,0.805940632,0.805944681,1,0.872644925
ENSG00000143314.12,0.628921625,-0.082395664,0.140626595,0.394834011,0.393097938,1,0.807879174
ENSG00000143321.18,-0.007505602,-0.013688718,0.923987062,0.479847863,0.479876673,0,0.827999392
ENSG00000143294.14,-0.091818716,-0.022186779,0.641841311,0.649725259,0.649742378,1,0.857617883
ENSG00000027869.11,0.196404988,-0.014637949,0.005074197,0.367322413,0.367564982,0,0.797901052
ENSG00000187800.13,0.450121144,-0.053514585,0.030397329,0.284298832,0.296159911,0,0.767534308
ENSG00000132694.18,0.187104152,-0.026240813,3.92E-05,0.024465185,0.024575838,0,0.426376627
ENSG00000117036.11,-0.447701463,0.065708073,0.43001072,0.619922792,0.619722573,1,0.853197094
ENSG00000271736.1,0.795479146,0.048462837,0.007721098,0.496571169,0.498058719,0,0.833946135
ENSG00000171735.18,-0.120159936,0.024226489,0.637267242,0.689956425,0.690078635,0,0.86256459
ENSG00000143297.18,-1.305320048,0.108565267,5.18E-11,0.0252826,0.028545246,0,0.45373478
ENSG00000160856.20,-0.603181752,0.027831229,2.89E-08,0.278864295,0.283893992,0,0.762002618
ENSG00000132704.15,0.297070355,-0.010491231,0.372691443,0.905414527,0.905441533,0,0.879348067
ENSG00000163534.14,-0.218599458,-0.033362896,0.20201287,0.432162981,0.431668837,0,0.819394674
ENSG00000158473.6,0.509161818,-0.050801407,0.053474181,0.458607029,0.465925997,0,0.825695783
ENSG00000163554.12,0.213793646,-0.013836856,0.013203908,0.489732642,0.492685052,0,0.832103094
ENSG00000163563.7,-0.207994108,0.019538765,0.007045768,0.301622916,0.302379819,0,0.769425253
ENSG00000049245.12,-0.094373315,-0.015221197,0.07126281,0.236450051,0.237115334,0,0.741022123
ENSG00000163564.14,0.419414421,-0.049053788,0.104101447,0.404721409,0.410237065,0,0.812985969
ENSG00000163565.18,0.030035092,0.007900701,0.270363331,0.243709786,0.244242259,0,0.742070911
ENSG00000163568.14,-0.777354496,0.115357881,0.006761256,0.119102938,0.11789707,0,0.63956472
ENSG00000132693.12,0.787782002,-0.13316182,0.26685052,0.387787381,0.388583215,0,0.807311287
ENSG00000158716.8,-0.455773673,0.056518238,0.012866691,0.290350393,0.348519047,0,0.790103598
ENSG00000181036.13,0.386381088,-0.127182155,0.174501985,0.047193742,0.055575193,0,0.529434924
ENSG00000269925.1,-0.092670102,0.034891912,0.715398786,0.573236649,0.576055359,0,0.842197452
ENSG00000272668.1,-1.166796449,0.032495585,0.035394964,0.795342527,0.795527337,0,0.872644925
ENSG00000213085.9,-0.139071346,0.085401561,0.67666749,0.276991409,0.284277992,0,0.762002618
ENSG00000158710.14,-0.107897942,0.024583351,0.148333057,0.201542145,0.20288715,0,0.715319498
ENSG00000260766.1,-0.46359393,-0.039686315,0.329740396,0.738256964,0.736126324,0,0.866609416
ENSG00000162729.13,0.011051163,0.042825577,0.88535508,0.02390964,0.026465807,0,0.437757841
ENSG00000162734.12,-0.202816037,0.009496004,0.397542578,0.860419717,0.860700714,0,0.877910765
ENSG00000132716.18,0.02259237,-0.022920843,0.848813922,0.428409026,0.431326084,0,0.819394674
ENSG00000162735.18,-0.143227428,0.012472284,0.477759588,0.798012479,0.79799089,0,0.872644925
ENSG00000122218.14,0.054098347,0.029795911,0.475746499,0.106677557,0.107249924,0,0.616472729
ENSG00000162736.15,0.126380619,0.045559589,0.289156575,0.103313911,0.103925442,0,0.61468604
ENSG00000049247.13,0.76822647,-0.14400536,0.471280756,0.594113816,0.604313658,0,0.847551126
ENSG00000162739.13,0.096458249,0.002920176,0.205631136,0.876551204,0.876578358,0,0.879348067
ENSG00000066294.14,0.246259447,-0.003528257,0.001726329,0.854770416,0.854922691,0,0.876696346
ENSG00000117090.14,0.031055163,0.0118517,0.760761867,0.638184757,0.681012076,0,0.861663396
ENSG00000228863.8,-0.176192357,0.140087441,0.792669772,0.430792155,0.433651365,0,0.819795293
ENSG00000117091.9,0.134828308,-0.009579974,0.013890882,0.478605533,0.478768612,0,0.827999392
ENSG00000026751.16,-0.039949613,-0.005220297,0.506702448,0.710072599,0.710493217,0,0.863313009
ENSG00000122224.17,0.227148556,-0.020851662,0.000210667,0.162814463,0.163989943,0,0.695268667
ENSG00000122223.12,-0.406519691,0.057980734,1.84E-08,0.000764157,0.001031785,0,0.128705281
ENSG00000179914.4,0.802331951,-0.064853028,0.042296377,0.488533089,0.487689363,0,0.831174634
ENSG00000049249.8,0.161278743,0.007735198,0.726383665,0.947280505,0.947460798,0,0.882819881
ENSG00000158769.17,0.080014309,0.01689305,0.246752923,0.337411717,0.337950199,0,0.782841255
ENSG00000158773.14,-0.01260469,-0.009844259,0.678186701,0.191915831,0.191918518,1,0.704119197
ENSG00000186517.13,-0.014530743,-0.010777505,0.556113369,0.091235577,0.095393218,0,0.603400111
ENSG00000158793.13,0.319808687,-0.043725603,0.000532085,0.069521796,0.072473751,0,0.571802045
ENSG00000143258.15,-0.115128092,0.013469204,0.558212158,0.784403719,0.784388343,1,0.872644925
ENSG00000143224.17,0.30184134,0.003384936,0.149649426,0.948441157,0.948876092,0,0.883257505
ENSG00000116288.12,-0.175039904,0.002051362,0.086940193,0.936134269,0.936164626,0,0.880767838
ENSG00000158850.14,0.170621525,0.002053537,0.00401157,0.885641917,0.885926603,0,0.879348067
ENSG00000158864.12,0.106924355,0.01030139,0.049777513,0.448481159,0.450795231,0,0.821506314
ENSG00000158869.10,0.196876787,-0.011803415,0.002007114,0.448422472,0.449344456,0,0.821506314
ENSG00000158882.14,-0.003986514,-0.030711363,0.994276642,0.832164273,0.832170465,0,0.874622502
ENSG00000158887.15,0.110130707,-0.028960151,0.425205906,0.405185168,0.405873721,0,0.812119734
ENSG00000143252.14,0.568979094,-0.035621512,3.89E-08,0.169594122,0.174093308,0,0.702658353
ENSG00000116285.12,-0.063798917,-0.0159834,0.931319902,0.928696534,0.929104882,0,0.879817216
ENSG00000143226.13,0.064099736,0.007301237,0.472317511,0.740799072,0.740775665,0,0.867467514
ENSG00000173110.7,0.178247848,0.015196324,0.016391946,0.405407774,0.405747566,0,0.812119734
ENSG00000203747.10,-0.37330054,0.063018851,0.159540257,0.328010559,0.325020806,0,0.778259431
ENSG00000244682.7,0.14796407,0.028131831,0.536544422,0.628145677,0.62616933,0,0.853945116
ENSG00000225217.1,-0.215629931,-0.041771105,0.257892051,0.36991496,0.36944994,0,0.798305786
ENSG00000162747.9,0.365370555,-0.041753504,1.06E-06,0.022062769,0.02254418,0,0.422115471
ENSG00000072694.20,-0.270756592,-0.11526853,0.467515219,0.224506541,0.222937352,0,0.730165271
ENSG00000234211.2,-0.18731951,-0.070131947,0.689084491,0.578470224,0.576449774,0,0.842309365
ENSG00000132185.16,-0.186869897,0.008617173,0.202947621,0.812600396,0.812946957,0,0.873160519
ENSG00000162746.14,0.168774006,-0.000128761,0.801406556,0.999340093,0.999340093,1,0.890213922
ENSG00000081721.11,0.160118374,-0.026656579,0.663400926,0.75830924,0.75826217,1,0.869000619
ENSG00000118217.5,-0.068540326,-0.01593915,0.021144933,0.032508391,0.032759384,0,0.469556249
ENSG00000229808.1,0.090541552,-0.088982319,0.748251669,0.195151954,0.196851265,0,0.709968975
ENSG00000162745.10,0.229282426,0.03306519,0.540618153,0.726893681,0.727042171,1,0.865108266
ENSG00000239887.4,1.824927508,-0.277260933,6.43E-05,0.011709371,0.012669329,0,0.338163687
ENSG00000198574.5,-0.069282433,-0.019624117,0.452010412,0.37071131,0.370907204,0,0.799609109
ENSG00000142599.17,-0.288237278,0.009582313,5.50E-10,0.400240217,0.400061845,0,0.810655039
ENSG00000152332.15,0.039741495,0.008201746,0.304238672,0.396646572,0.397319605,0,0.80923019
ENSG00000132196.13,-0.024715376,0.050511055,0.880694652,0.204046878,0.204145287,1,0.716603692
ENSG00000143198.12,0.006896197,0.0511897,0.956210237,0.097662285,0.098342104,0,0.606144129
ENSG00000143149.12,-0.036860459,-0.016679141,0.701018666,0.470017577,0.471510314,0,0.825695783
ENSG00000143183.16,0.166101538,-0.011018144,0.259854354,0.775545894,0.775524079,1,0.872464626
ENSG00000143157.11,-0.301875402,0.039084707,0.093067101,0.374452264,0.374749614,0,0.801168822
ENSG00000152382.5,-0.019528776,-0.008755325,0.907931534,0.832206157,0.832232947,0,0.874622502
ENSG00000143167.11,-0.055631074,0.078694747,0.857217639,0.327633139,0.337090854,0,0.782841255
ENSG00000143190.21,0.304314323,-0.036995487,0.081341822,0.383193483,0.385176339,0,0.805182252
ENSG00000074800.13,0.376371709,-0.056886017,0.005468661,0.066788808,0.079705873,0,0.584954886
ENSG00000198821.10,0.135609717,-0.00210858,0.003755402,0.846886851,0.846948782,0,0.875621727
ENSG00000143162.7,0.617708451,-0.044103474,0.044824193,0.532571308,0.54020091,0,0.838680398
ENSG00000198771.10,-0.143177528,0.004138093,0.185262507,0.877082119,0.877194325,0,0.879348067
ENSG00000197965.11,-0.517573821,0.062172323,8.45E-06,0.034716954,0.035891849,0,0.48334341
ENSG00000143158.10,0.07022519,0.005839889,0.24378053,0.710266687,0.710899222,0,0.863313009
ENSG00000143164.15,0.076158174,0.015099676,0.322569692,0.419110558,0.419156114,1,0.8149961
ENSG00000143155.12,0.23860675,-0.031521631,0.204810758,0.547889083,0.547831915,1,0.839204088
ENSG00000213064.9,0.19386056,-0.024436034,0.199856903,0.51197362,0.515646404,0,0.835559747
ENSG00000236269.1,0.261862858,-0.052404587,0.472555606,0.539169048,0.538896152,1,0.838680398
ENSG00000143178.12,0.020083967,0.018863437,0.900954063,0.631216187,0.631230618,1,0.855649486
ENSG00000143185.3,1.459530565,0.161169258,0.096655718,0.424465703,0.403665398,0,0.812119734
ENSG00000143184.4,0.184997779,-0.141813364,0.7225263,0.232718383,0.232236322,0,0.739001309
ENSG00000117475.13,0.28221005,-0.022185015,0.058104611,0.55675628,0.556821812,0,0.839378266
ENSG00000198734.10,0.257799655,-0.00471687,0.010681547,0.850794204,0.850581894,0,0.87599391
ENSG00000174175.16,0.176837353,-0.014660061,0.255079399,0.699550227,0.699801602,0,0.862943776
ENSG00000000460.16,0.148181702,0.049927238,0.80765604,0.717979886,0.715463933,0,0.864238577
ENSG00000188404.8,0.141117164,0.004423071,0.003712254,0.71107166,0.711238325,0,0.863313009
ENSG00000000457.13,0.307779351,-0.006387015,0.000319119,0.766107367,0.766089543,0,0.870654587
ENSG00000075945.12,-0.218405002,0.067796905,0.42920681,0.333488069,0.341304655,0,0.784540635
ENSG00000120370.12,1.938987694,-0.344735656,0.029045333,0.092583162,0.082835815,0,0.591790556
ENSG00000117523.15,0.090133361,0.017207677,0.020507668,0.060828119,0.061985366,0,0.548356717
ENSG00000117533.14,-0.087508482,-0.007130678,0.38720357,0.770895799,0.771629907,0,0.872149725
ENSG00000010165.19,0.261430573,-0.01022876,0.000352536,0.559787324,0.560777042,0,0.839378266
ENSG00000135845.9,-0.053297061,0.09418357,0.634789893,0.00054016,0.000649756,0,0.0957689
ENSG00000094975.13,-0.169300188,0.005409425,0.378218187,0.907603783,0.907599538,1,0.879348067
ENSG00000142583.17,0.215248014,0.067525076,0.452392519,0.321808375,0.322604808,0,0.777550494
ENSG00000203739.3,0.127910083,0.025052294,0.555155364,0.640020394,0.640652946,0,0.856643324
ENSG00000117592.8,0.215917451,0.030899088,0.063366158,0.279482786,0.280341502,0,0.761129506
ENSG00000234741.7,-1.277794624,0.232692267,3.14E-06,0.000517654,0.001064144,0,0.128705281
ENSG00000185278.15,0.119896801,0.001551327,0.027725595,0.908218287,0.908281362,0,0.879348067
