nm,int,od,b.gPC1,b.gPC2,b.cnd,e.int,e.od,e.gPC1,e.gPC2,e.cnd,pval,status,qval
ENSG00000235169.7,1.208425923,-3.149497905,-0.168889443,0.053415329,-0.103946693,0.598685115,8.54E-13,0.01739667,0.773491725,0.310193351,0.314422,0,0.402321802
ENSG00000265972.5,0.441803034,-7.198572393,-0.00491212,0.001572759,-0.016135587,0.000813626,0,0.242600465,0.708954095,0.006121537,0.0069001,0,0.044559775
ENSG00000264343.5,-2.20777943,-1.963183209,-0.096276497,0.015009892,0.08606298,0.332364596,7.85E-21,0.426495484,0.873176294,0.394668064,0.393098759,0,0.44200766
ENSG00000131791.7,0.28657678,-6.263064936,0.020704291,-0.010611063,-0.006246665,0.601008919,1.14E-05,0.488866628,0.729979953,0.795287204,0.795525077,0,0.583447861
ENSG00000130764.9,0.208518173,-5.325483985,0.013784084,-0.026957837,-0.014679123,0.597614636,2.29E-62,0.397315715,0.471161798,0.401765029,0.40228754,0,0.445514291
ENSG00000131778.18,1.09304743,-5.191573656,0.015699133,-0.005372127,-0.037723056,0.010856665,1.55E-53,0.497725421,0.828770689,0.044986681,0.04537579,0,0.149194571
ENSG00000263956.6,0.247870303,-2.936248231,0.091966884,0.093727543,0.008596941,0.841966803,9.72E-37,0.087249238,0.178868197,0.873945682,0.874011388,0,0.60422889
ENSG00000269713.7,-5.279278465,-1.099914099,0.211410453,0.069986444,0.249677859,0.227337645,1.25E-05,0.233449808,0.266908626,0.195557169,0.187148747,0,0.316463672
ENSG00000274265.4,1.050750569,-2.692760919,-0.469260293,-0.079358028,-0.027697049,0.791816379,1.09E-05,0.156382644,0.28092343,0.873270207,0.87346887,0,0.60422889
ENSG00000116198.12,-2.272881144,-7.503230386,-0.01022195,0.000973898,0.086994224,1.30E-07,0.020527125,0.615395956,0.955054545,4.16E-06,7.53E-06,0,0.000264891
ENSG00000150337.13,-10.23563117,-2.736168212,-0.25437259,1.472332783,0.444079945,0.001294538,5.48E-10,0.246273561,0.499159492,0.003001564,0.00827685,0,0.050907542
ENSG00000203814.6,-0.42567295,-3.185139205,0.132280857,0.044308879,0.031697985,0.759240504,1.38E-55,0.019192001,0.784617201,0.603904369,0.606540194,0,0.526636229
ENSG00000261716.1,2.941192413,-5.000564422,0.028213188,0.072029527,-0.114039436,0.107596944,7.14E-06,0.572020985,0.812702737,0.152965241,0.157811125,0,0.291664126
ENSG00000143368.9,0.997524018,-6.535976693,-0.069606404,0.779020082,-0.030852261,0.260418437,0.000888114,0.32415377,0.131201406,0.444393125,0.451701011,0,0.465397487
ENSG00000198912.10,0.578727705,-5.723954577,-0.125924816,-0.019580687,-0.036913155,0.25268506,3.54E-13,0.000320811,0.402037983,0.096186094,0.098713394,0,0.23018201
ENSG00000117362.12,0.081113938,-7.119798319,-0.0130695,-0.020790543,0.000213969,0.855039538,1.75E-05,0.565495606,0.078469989,0.991328753,0.991410014,0,0.632238602
ENSG00000266472.5,-0.338695584,-6.131029604,-0.01527768,-0.061118153,0.007073099,0.470562995,4.27E-18,0.503471019,0.016317417,0.73312695,0.736638706,0,0.565430948
ENSG00000163125.15,0.52840312,NA,0.022579291,0.04155486,-0.017398681,0.26750582,NA,0.377201252,0.085435766,0.408861887,0.408842347,1,0.44858871
ENSG00000143374.16,0.067248449,-3.710516376,-0.064548185,-0.012820531,-0.010380594,0.949283465,7.55E-29,0.220499057,0.825892289,0.823721786,0.823957596,0,0.593614111
ENSG00000143369.14,-0.686496029,-5.140674393,-0.100195771,-1.108256588,0.007963628,0.804491769,0.207601491,0.6829748,0.467429193,0.946275885,0.946220318,0,0.620547991
ENSG00000237781.3,0.846215142,-2.988227985,0.008778683,0.047326911,-0.047433997,0.450155754,2.06E-43,0.888512628,0.60244116,0.340487577,0.339659938,0,0.41816734
ENSG00000143382.14,1.18385428,-2.972193044,0.146540872,0.22633777,-0.031898811,0.469873006,1.15E-41,0.005465559,0.48424916,0.660421142,0.664403362,0,0.542167579
ENSG00000203804.4,0.786010175,-3.439780915,-0.052530877,0.011710907,-0.017137491,0.638129961,2.17E-16,0.592494553,0.820759298,0.82141542,0.820745703,0,0.592197931
ENSG00000143384.12,0.107109355,-6.734587506,0.010092622,-8.66E-05,0.001699116,0.581235711,3.31E-187,0.411563192,0.990363979,0.843682253,0.843854584,0,0.596993661
ENSG00000143420.18,-0.433290536,-5.21737052,0.051170588,0.02632617,0.022692917,0.388049506,4.99E-57,0.080206295,0.116100754,0.306643,0.306600701,0,0.398084531
ENSG00000143457.10,0.227292959,-5.544810218,-0.027565959,0.004415823,-0.018176649,0.788931779,1.88E-06,0.554964528,0.911393741,0.63098228,0.635267215,0,0.534382352
ENSG00000131697.17,0.66552163,-5.095958849,0.013192123,0.04606055,-0.021316543,0.374217401,8.61E-10,0.718096564,0.273674707,0.517346262,0.517573398,0,0.492519247
ENSG00000163131.10,-0.142435956,-4.875340566,0.010237369,-0.020045968,0.012219891,0.662878503,0,0.571293859,0.447877684,0.399704354,0.400542076,0,0.445158956
ENSG00000143437.20,-0.245044774,NA,0.009346363,-0.004204473,0.014600468,0.56798873,NA,0.730184645,0.816959396,0.443448215,0.443431853,1,0.463178623
ENSG00000143418.19,0.247982955,-7.656171597,-0.023709329,-0.017044161,-0.007534978,0.267730913,5.95E-18,0.084447665,0.323676511,0.448007539,0.452086066,0,0.465397487
ENSG00000143409.15,-0.038402504,-6.364643109,-0.008987462,-0.014270794,0.004867252,0.921609122,1.92E-42,0.442002937,0.36755169,0.78268243,0.782811151,0,0.581054264
ENSG00000069424.14,-0.284539755,-4.877331476,-0.034260795,0.009087166,0.009282849,0.248908548,0,0.00268614,0.457134817,0.397886435,0.398698666,0,0.444389241
ENSG00000213190.3,0.732403313,-6.265809975,0.009867603,-0.021949439,-0.024002764,0.155094001,3.96E-08,0.672931367,0.327192095,0.292334351,0.29254636,0,0.389016042
ENSG00000163154.5,-0.523822133,-4.045531157,-0.142003207,0.100785119,0.005790793,0.750071124,1.78E-15,0.00333923,0.004045046,0.937700528,0.937960801,0,0.619698155
ENSG00000159352.15,-0.09323839,-6.014638955,0.011145158,-0.003691437,0.001573279,0.716971693,2.52E-141,0.663819458,0.919719343,0.891000613,0.891048558,0,0.608204834
ENSG00000143416.20,0.463605217,-4.16691084,-0.132512393,0.635459651,-0.026288864,0.666862643,2.82E-33,0.031394184,0.219862414,0.579386268,0.578764937,0,0.516312646
ENSG00000159377.10,-0.069925873,-6.692637438,-0.0157371,-0.013548403,0.005353101,0.706447419,4.11E-158,0.289427187,0.031359744,0.5171812,0.51720661,0,0.492408384
ENSG00000143442.21,-0.195652492,-6.649641282,-0.043689194,0.004557001,0.016209964,0.767650702,0.00026891,0.166796642,0.716877243,0.579472593,0.579593623,0,0.516331951
ENSG00000182134.15,0.302454198,-6.782885053,-0.044581935,0.162372384,-0.022139765,0.76452133,0.206686621,0.273527579,0.132313294,0.610565368,0.611697925,0,0.527547184
ENSG00000159445.12,1.586971065,-5.873811775,-0.028229882,0.063290933,-0.088724858,0.025031737,1.68E-08,0.2220901,0.510433844,0.004376217,0.006794533,0,0.044057495
ENSG00000158286.12,2.844711141,-2.529968855,0.477965409,-2.666365216,-0.098093635,0.667117898,0.000122573,0.129534021,0.513269827,0.713818156,0.716173256,0,0.561053033
ENSG00000163209.14,-0.804730725,-1.681258763,-0.145404484,-0.024516137,0.053722877,0.672747173,7.78E-31,0.141495453,0.907596245,0.525548523,0.529970574,0,0.496446482
ENSG00000163221.8,-0.926184377,-3.676073486,-0.05601138,0.020930871,0.018299973,0.156863799,7.28E-178,0.085183319,0.403307413,0.530514269,0.533544051,0,0.498564949
ENSG00000143546.9,-0.048226734,-4.744150514,0.001496066,0.055148802,0.011040487,0.913396943,1.73E-180,0.938523377,0.040734122,0.580696462,0.582698688,0,0.517445821
ENSG00000116237.15,-0.67568214,-4.864737236,0.003205072,-0.003833922,0.050995124,0.523249872,7.81E-13,0.913080117,0.92746533,0.272972866,0.285605469,0,0.38576635
ENSG00000189171.14,2.564819653,-5.359283408,-0.055624389,-0.955497259,-0.099889209,0.409786214,0.356452977,0.762422161,0.601339957,0.464620874,0.46433779,0,0.470426004
ENSG00000158292.6,0.224411703,-5.306929218,0.013334254,-0.107609871,-0.000702952,0.863658004,0.000806133,0.727586061,0.023063037,0.990120889,0.990211447,0,0.632147805
ENSG00000160679.12,0.145857993,-7.489390061,-0.205341617,-0.106143263,0.002745465,0.750620941,1.23E-05,0.259443521,0.14002152,0.894176032,0.894478941,0,0.608581763
ENSG00000143614.9,-0.098511679,NA,-0.003968637,-0.001257716,0.001771427,0.621556239,NA,0.750033365,0.935278675,0.840060599,0.840060325,1,0.596438686
ENSG00000160741.16,0.338558899,-8.54932748,0.024689414,0.004816164,-0.009392378,0.219963495,1.03E-05,0.028670096,0.651044202,0.43983347,0.439885786,0,0.46136085
ENSG00000143578.15,-2.584308493,NA,0.037882694,0.492651557,0.105000371,0.210165665,NA,0.753393279,0.079747614,0.244197382,0.24299145,1,0.358480549
ENSG00000143549.19,-0.782874505,-6.741677613,0.035064877,-0.023287363,0.031683604,0.031895593,4.19E-55,0.742957044,0.901838268,0.058584269,0.064626978,0,0.183086555
ENSG00000143569.18,0.703807354,NA,-0.024267876,-0.006761011,-0.034993484,0.090079613,NA,0.273092606,0.718767642,0.055338168,0.055319857,1,0.165307595
ENSG00000187017.15,-5.153032042,-2.495630121,-0.159217597,0.053970294,0.174015084,0.031900094,1.03E-17,0.047855226,0.38152526,0.101030823,0.097030403,0,0.228327513
ENSG00000143575.14,0.328458091,-6.835923675,-0.006411269,-0.003082316,-0.009884549,0.426326341,1.59E-06,0.848003758,0.91403498,0.589231535,0.59110036,0,0.521452839
ENSG00000143595.12,0.687453672,NA,-0.091661317,0.375397629,-0.01012399,0.629461209,NA,0.615515165,0.341757576,0.87340193,0.873376144,1,0.60422889
ENSG00000143515.16,0.324239573,-8.750863745,-0.034147264,-0.00774602,-0.009803061,0.332697034,0.094496559,0.161486658,0.727044507,0.502173877,0.502520019,0,0.486448679
ENSG00000160712.12,-0.879353149,-5.356477475,0.012743079,-0.012671172,0.046210086,0.002033536,1.23E-238,0.291281346,0.262617729,0.000263584,0.000369438,0,0.005650013
ENSG00000160710.15,0.345685558,-7.608223961,0.006935339,-0.006664646,-0.009324359,0.000351985,0,0.111822695,0.089423018,0.030573598,0.032321656,0,0.122965855
ENSG00000163344.5,-0.183957012,NA,-0.010282685,0.066581692,0.014939173,0.669476008,NA,0.450784359,0.128913152,0.433907416,0.433877749,1,0.459460734
ENSG00000215788.9,0.81710275,-4.204987579,0.032009317,0.163034839,-0.017794256,0.441596484,5.81E-21,0.536781751,0.728795972,0.701878288,0.702486362,0,0.557196679
ENSG00000163346.16,0.320720183,NA,-0.012172792,0.001933914,-0.011927784,0.002447902,NA,0.045294032,0.777935321,0.010624198,0.010622046,1,0.059699321
ENSG00000160691.18,-0.444996956,NA,-0.030334741,-0.029793887,0.011344613,0.197590581,NA,0.032695303,0.785342088,0.453987436,0.453994048,1,0.465599203
ENSG00000160685.13,-0.064069166,-7.513997223,0.012096114,-0.000438239,0.000879658,0.588898844,3.56E-193,0.009027674,0.930753031,0.868675104,0.868696413,0,0.602683433
ENSG00000143537.13,1.014336689,-5.067544063,0.071331523,-0.00123461,-0.033509022,0.001396824,6.76E-145,7.13E-07,0.973886581,0.017339194,0.018260264,0,0.084249168
ENSG00000171680.21,0.87838076,-4.175543031,-0.053569943,1.452927997,-0.007309271,0.713049695,1.65E-05,0.609546226,0.168219248,0.944528355,0.947121707,0,0.620646875
ENSG00000169231.13,2.282213015,NA,0.005948782,0.342079127,-0.078256533,0.035562104,NA,0.903615523,0.42524297,0.098273667,0.097994782,1,0.229372315
ENSG00000173171.14,0.425189183,NA,0.017684261,0.178440964,-0.009996689,0.72226262,NA,0.75331525,0.075549936,0.852529716,0.852540003,1,0.598340894
ENSG00000236675.1,-0.825434936,-6.391055676,0.044985656,0.069033043,0.026992447,0.070959696,1.26E-09,0.007321622,0.00155164,0.186887852,0.186966091,0,0.316463672
ENSG00000177628.15,0.089547316,-2.745437175,-0.190299575,-0.231236973,-0.013143371,0.929870866,1.49E-71,8.42E-08,0.001566478,0.772389688,0.772322069,0,0.577702304
ENSG00000204859.12,-0.514629459,-4.327095771,-0.069422493,0.055855037,0.012507492,0.554251388,8.19E-20,0.065562549,0.558774542,0.745839635,0.745771893,0,0.568736775
ENSG00000132676.15,-0.63739747,-7.707048054,0.024768836,-0.005810805,0.02405455,0.092161383,0.010022439,0.182502251,0.766247567,0.148459803,0.15032865,0,0.284581654
ENSG00000162413.16,-0.280725693,-6.767236492,-0.001040692,0.007900582,0.015901518,0.15335741,2.41E-90,0.928456389,0.449697915,0.0705011,0.072616029,0,0.195488337
ENSG00000143622.10,-0.459479761,-6.873044778,0.016156159,0.01521712,0.029561285,0.190318989,2.65E-13,0.252087095,0.191434469,0.057716534,0.05838952,0,0.170837405
ENSG00000116584.17,0.308777437,-7.248352474,0.002535069,-0.004074803,-0.008137926,0.292695782,1.14E-17,0.910729736,0.96568177,0.535499094,0.537978201,0,0.500515292
ENSG00000273002.1,-4.848941281,NA,-3.498740321,-1.187715111,0.25388389,0.109520858,NA,0.021885697,0.336303112,0.063359688,0.061858651,1,0.177869333
ENSG00000160789.19,-2.530374739,-4.371433405,0.01425815,-0.064936282,0.095752218,0.00063283,7.85E-62,0.538397513,0.459104296,0.003396006,0.00528559,0,0.037335593
ENSG00000116273.5,1.423576019,NA,-0.00075119,0.01264965,-0.050696389,0.070555446,NA,0.982690379,0.819593224,0.139646038,0.139376621,1,0.275008329
ENSG00000196189.12,-0.882386609,-5.441590085,-0.005700591,-0.043220776,0.030419712,4.33E-05,0,0.585608766,5.94E-05,0.001615373,0.001734775,0,0.01752433
ENSG00000160785.13,0.12149347,-7.060492112,-0.010961696,-0.006970327,-0.000519832,0.512496265,8.83E-92,0.088931753,0.395012708,0.950342982,0.95037055,0,0.621606427
ENSG00000160783.19,0.469712956,-5.556720851,0.065283096,-0.001059106,-0.017031469,0.108312948,2.25E-144,1.06E-07,0.954227708,0.191885647,0.191875715,0,0.319960663
ENSG00000160781.15,0.584432697,-1.900605479,0.054282944,0.018979852,0.012603479,0.732370567,9.35E-41,0.369775752,0.814019979,0.869142312,0.867608446,0,0.602255168
ENSG00000198952.8,4.802654311,-3.753713376,-0.017559231,0.044011987,-0.185913752,5.96E-28,0,0.350853968,0.028982472,8.47E-22,2.93E-19,0,2.81E-16
ENSG00000163472.18,1.20976594,-4.55117475,-0.030785038,-0.01406006,-0.040638131,0.140995307,6.22E-19,0.305671499,0.724112972,0.26759896,0.268109236,0,0.373299067
ENSG00000198715.11,5.430263404,-3.550499491,0.034253414,0.02999229,-0.197959935,5.80E-15,1.15E-151,0.289837263,0.422918117,1.04E-10,1.01E-09,0,1.55E-07
ENSG00000163468.14,1.085660778,-5.963332926,0.027957473,-0.029607507,-0.043513366,0.111685997,1.06E-11,0.433179459,0.426330322,0.143927454,0.149729358,0,0.284394908
ENSG00000041988.15,0.215207926,-7.291955817,0.006891637,-0.036223237,-0.003338149,0.618745513,0.035006016,0.72356621,0.314976383,0.86142355,0.861700656,0,0.600828111
ENSG00000163382.11,-0.664904828,-6.192134077,0.02232708,-0.038716683,0.02287011,0.213884958,1.63E-18,0.211573728,0.467983486,0.329480861,0.335171412,0,0.415171266
ENSG00000027869.11,0.094423964,-6.884727854,-0.001895897,-0.007527534,0.001743146,0.793784364,3.11E-23,0.900813127,0.687990466,0.911262669,0.912092119,0,0.614058636
ENSG00000187800.13,0.023524109,-5.103813088,0.025399416,-0.000147494,0.009873806,0.983607353,5.08E-07,0.470427655,0.995753973,0.844636168,0.844554922,0,0.59720292
ENSG00000132694.18,-0.003371542,-5.865708545,0.014503072,0.020575052,0.003915117,0.990468942,7.81E-107,0.356461202,0.04276161,0.755924069,0.756867455,0,0.574184163
ENSG00000271736.1,1.806776402,-3.909760827,-0.01102935,0.086363449,-0.035360517,0.206295016,9.21E-17,0.829548115,0.462673336,0.572608325,0.582327655,0,0.517445821
ENSG00000143297.18,-2.442322864,-2.752439125,-0.125126726,-0.007202959,0.067375884,0.031206189,1.31E-78,0.000993132,0.885792324,0.175811195,0.166644186,0,0.299887513
ENSG00000160856.20,-0.205984813,-5.281460881,-0.003782374,0.005762313,-0.01225628,0.701503471,3.18E-36,0.842677528,0.837140133,0.599757653,0.600463117,0,0.525173315
ENSG00000163534.14,-2.396869451,-3.254816236,-0.152032865,-0.036480893,0.092350935,0.012923703,5.67E-55,0.02387001,0.522814738,0.030465467,0.031534786,0,0.120689879
ENSG00000163554.12,0.315330914,-5.714865113,0.026438211,-0.004801899,-0.007187919,0.505689794,5.90E-50,0.282679472,0.863940246,0.727578841,0.727702885,0,0.563636909
ENSG00000163563.7,0.161529193,-5.120057439,-0.012904992,0.007117007,-0.01296708,0.736863167,5.71E-125,0.768512909,0.671092084,0.545506976,0.546276144,0,0.503718289
ENSG00000049245.12,-0.342289214,-6.35155619,0.046977876,0.003979315,0.007639792,0.18688577,5.53E-83,0.324636671,0.919078721,0.506837766,0.508510833,0,0.489348282
ENSG00000163565.18,-0.190910727,-6.969517407,0.000535872,-0.008675773,0.011253021,0.231331973,9.23E-218,0.930040015,0.142308113,0.114011328,0.115437653,0,0.248808644
ENSG00000132693.12,0.753414459,-4.192767106,-0.330579567,1.659220385,-0.011196395,0.722429139,1.90E-07,0.057125179,0.194069651,0.905859663,0.906037713,0,0.611998721
ENSG00000158716.8,2.842156069,-6.18207439,-0.14941344,-0.232350145,-0.140437709,0.030882713,0.000300773,0.368129333,0.167026268,0.018574484,0.01924297,0,0.086517327
ENSG00000181036.13,0.48132396,-4.046678152,0.119626375,-1.380028435,-0.037741771,0.717674033,7.57E-36,0.039864551,0.006929578,0.514859402,0.518175474,0,0.492635024
ENSG00000272668.1,1.761526454,-4.195813556,0.269882037,-0.873369089,-0.129499095,0.605583215,0.001221,0.420091846,0.657108362,0.37455701,0.388767251,0,0.440535033
ENSG00000260766.1,-5.717481547,-3.674802309,0.215540782,0.185494431,0.227442178,0.082642519,2.93E-06,0.331990817,0.330591896,0.123345703,0.134449793,0,0.270497754
ENSG00000162729.13,-0.164931307,-5.346600763,-0.041662649,0.038627788,0.015685173,0.718638517,2.54E-47,0.174958654,0.327417328,0.43554875,0.436903118,0,0.4610341
ENSG00000122218.14,0.057270127,-5.354523281,0.085090948,-0.013981618,0.005298597,0.889162942,7.56E-48,3.34E-07,0.665682509,0.770888552,0.771061753,0,0.577083103
ENSG00000162736.15,-0.065384716,-6.875495134,0.085404217,-0.055638861,0.018084558,0.876481012,3.37E-10,6.51E-07,0.117223096,0.334979084,0.336087012,0,0.415843544
ENSG00000162739.13,-0.495038023,-6.109166039,-0.011022198,0.014375056,0.0264753,0.224379751,1.02E-19,0.524530808,0.543554669,0.138072745,0.141066579,0,0.275909087
ENSG00000066294.14,-0.398782922,-5.249992868,0.026249052,0.005851217,0.028454532,0.35157616,5.08E-89,0.050104217,0.735060282,0.130361578,0.131255158,0,0.266585467
ENSG00000117091.9,0.422553287,-5.349291345,-0.010243504,-0.016646191,-0.014668232,0.150483459,1.18E-239,0.34863136,0.562141642,0.261483359,0.261566505,0,0.369551004
ENSG00000026751.16,0.395750437,-6.242337284,0.029779703,0.012155978,-0.01972765,0.21031236,1.17E-72,0.006069598,0.633763784,0.151054025,0.151120522,0,0.2852032
ENSG00000122224.17,0.297228652,-5.715998906,-0.015870423,-0.035491974,-0.006592087,0.382434891,1.41E-77,0.528505823,0.176183801,0.657106347,0.657431794,0,0.540411841
ENSG00000122223.12,-1.467362635,-5.669442433,0.009318486,-0.000238608,0.056961378,9.17E-05,3.28E-65,0.507575708,0.990183755,0.000529245,0.000602152,0,0.008196692
ENSG00000179914.4,5.70524951,-3.284978702,-0.170285798,-0.026099868,-0.227759406,0.007068197,1.59E-20,0.008140437,0.545151382,0.013863659,0.015627183,0,0.076030107
ENSG00000158769.17,-0.454624696,-6.967519653,-0.194133884,0.005878992,0.030171389,0.291702651,7.14E-29,0.051129552,0.794834757,0.113983817,0.122718639,0,0.257838722
ENSG00000158773.14,-0.159391925,NA,-0.01160169,-0.013920192,0.00488261,0.367760627,NA,0.269722274,0.330666643,0.536009924,0.536009186,1,0.499773542
ENSG00000186517.13,0.004880152,-8.417281831,-0.002567903,-0.005146814,-0.002705894,0.978933869,5.30E-24,0.641908628,0.431688074,0.742782913,0.743080818,0,0.568281286
ENSG00000143224.17,0.143192895,-4.604015093,0.01127204,0.484196695,0.010541759,0.895621261,3.08E-10,0.890781299,0.097312397,0.828988418,0.829086019,0,0.594433286
ENSG00000116288.12,-0.095724623,-4.425651465,-0.055627246,0.022851494,-0.003443188,0.879730517,3.93E-70,0.015461865,0.504685311,0.902592209,0.902619057,0,0.610979652
ENSG00000158850.14,0.065871748,NA,0.060973416,0.029999092,0.004602135,0.828200658,NA,0.000313668,0.083217859,0.730625732,0.730628206,1,0.564100709
ENSG00000158864.12,-0.035737499,-6.594827773,0.021517588,0.003714316,0.007882056,0.909935233,5.77E-29,0.339049418,0.760366855,0.573327555,0.579131777,0,0.516331951
ENSG00000158869.10,-0.069730423,-4.529965333,0.028213414,0.01188023,0.009434514,0.8409379,0,0.240948479,0.314054005,0.540407729,0.541113907,0,0.502386394
ENSG00000158882.14,-1.518004683,-3.700993508,0.017156732,0.550698035,0.069806049,0.564663751,2.30E-06,0.906046328,0.673072865,0.544116441,0.547475898,0,0.504338844
ENSG00000143252.14,2.398077439,-5.05476902,0.051808818,0.014448811,-0.086304392,3.76E-06,6.99E-76,0.002901147,0.317908108,0.000179139,0.000294001,0,0.004825367
ENSG00000173110.7,-0.675284054,-4.16205927,-0.013041665,0.025131883,0.040784406,0.083319294,0,0.487044554,0.550456744,0.01851198,0.01924771,0,0.086517327
ENSG00000244682.7,-1.7879796,-1.647584445,0.040399676,0.004205932,0.09071802,0.174844755,1.25E-60,0.618095285,0.961278898,0.121084527,0.123966241,0,0.258780818
ENSG00000225217.1,2.104837371,-1.932545535,-0.079419274,0.020282714,-0.109875708,0.052149917,2.02E-93,0.119643079,0.716030504,0.022183736,0.025530183,0,0.105719739
ENSG00000162747.9,1.0007778,-3.649072742,-0.014400108,-0.037359166,-0.03558037,0.016861304,0,0.516014859,0.037496022,0.056408997,0.057029167,0,0.168268038
ENSG00000072694.20,-1.839723322,-2.008650455,-0.122399745,0.24213409,0.05293732,0.461529344,8.09E-24,0.444042009,0.496148646,0.634307106,0.628028458,0,0.532957353
ENSG00000234211.2,-3.193992449,-2.387712755,0.099660099,-0.487986614,0.119217877,0.308322244,4.98E-10,0.405167728,0.667220531,0.37645686,0.374799137,0,0.435083992
ENSG00000132185.16,-0.593740214,NA,-0.018740373,-0.046711808,0.019518839,0.465136869,NA,0.687981621,0.121363865,0.583526338,0.583498656,1,0.517648382
ENSG00000118217.5,0.516883838,-8.334423591,-0.018606951,0.002346083,-0.029050924,0.002588485,4.33E-22,0.001269443,0.666816173,0.000142803,0.000210177,0,0.003752574
ENSG00000229808.1,-1.80479277,-6.20239126,0.070675207,0.036946662,0.070630719,0.248350235,0.121008957,0.134548031,0.491578705,0.315287936,0.325501134,0,0.40902283
ENSG00000239887.4,-1.275872276,-2.311242967,-0.722805851,-0.060291724,0.101729501,0.67980725,8.44E-12,0.172222156,0.617494395,0.464414616,0.457651806,0,0.46676412
ENSG00000198574.5,0.663373578,-6.216369633,0.029512589,-0.05912574,-0.035622728,0.237210613,2.60E-15,0.299212277,0.211995767,0.141728172,0.142051395,0,0.276656434
ENSG00000142599.17,-1.090054035,-5.685801394,0.008290508,0.001944189,0.037394037,9.12E-06,1.47E-206,0.472409242,0.879650647,0.000635776,0.000782574,0,0.009980232
ENSG00000152332.15,0.090052867,-9.518699583,-0.000463347,0.004871107,-0.000814591,0.675847717,0.086196795,0.968166523,0.700382268,0.931854734,0.931961396,0,0.618910639
ENSG00000132196.13,0.474089664,NA,-0.00070845,0.055352714,-0.012807154,0.571158388,NA,0.982494734,0.207986351,0.726590014,0.726580998,1,0.56345694
ENSG00000143198.12,1.345374442,-5.210959636,0.01759153,0.117757663,-0.05020449,0.051120341,3.61E-14,0.715697705,0.011623208,0.09943066,0.102899091,0,0.235028141
ENSG00000143149.12,1.024156882,-4.731080949,-0.069395215,0.048749009,-0.049993389,0.037884104,1.46E-68,0.001534435,0.262858252,0.022444086,0.023180584,0,0.098650601
ENSG00000074800.13,1.03367829,-6.50556665,-0.08012719,0.022751526,-0.039375877,0.066146,3.04E-24,0.148923189,0.082604926,0.110034321,0.115044348,0,0.248659022
ENSG00000198821.10,-0.213432909,-6.846731433,0.010533563,-0.018364334,0.014737869,0.429562949,4.96E-85,0.277412738,0.616011135,0.210307875,0.211886148,0,0.334167252
ENSG00000143162.7,-2.727571047,-5.009431747,0.111008056,0.03887224,0.138601137,0.006648951,3.01E-29,0.162837,0.606435618,0.001797104,0.002912226,0,0.024953356
ENSG00000198771.10,-0.85553277,-3.261456996,-0.019319556,0.025192452,0.03239403,0.17821684,4.43E-173,0.513167302,0.42008739,0.250349288,0.251429,0,0.363660679
ENSG00000197965.11,-0.899049388,-3.879160229,0.217725454,0.035983042,0.027462865,0.146478182,5.18E-168,2.12E-15,0.231546874,0.3209451,0.321248747,0,0.406617082
ENSG00000143158.10,-0.659354443,-6.408435025,0.004566198,-0.000631524,0.033324993,0.120818015,1.82E-19,0.757507554,0.974072453,0.077029504,0.07801401,0,0.203868639
ENSG00000143164.15,-0.422741006,NA,-0.03849943,0.021311402,0.025456991,0.36142858,NA,0.257993176,0.528445964,0.21779622,0.217663096,1,0.33977883
ENSG00000143185.3,-9.364754785,-2.144765413,-0.822276817,5.251468382,0.541009213,0.077289411,1.52E-09,0.007884927,0.017979768,0.021057029,0.01914026,0,0.086337638
ENSG00000143184.4,0.118093913,-1.755360815,-0.083746784,-0.258865421,-0.024106081,0.965737801,1.60E-18,0.544043158,0.463973057,0.840165839,0.840311607,0,0.596438686
ENSG00000198734.10,0.132851742,-3.589100348,0.03122391,-0.046865575,0.004427523,0.821133381,4.40E-182,0.309881509,0.171204985,0.865540478,0.865272799,0,0.601395126
