nm,int,od,b.gPC1,b.gPC2,b.cnd,e.int,e.od,e.gPC1,e.gPC2,e.cnd,pval,status,qval
ENSG00000266338.6,0.588107708,-4.082007315,-0.049779598,0.015979171,0.002292906,0.524905266,2.51E-13,0.273593196,0.84745501,0.973599058,0.973785767,0,0.780000374
ENSG00000227372.11,-0.805202473,NA,0.007418962,0.026591501,0.057252326,0.036137263,NA,0.77360666,0.267491298,0.05306541,0.052941843,1,0.286065108
ENSG00000265491.4,-0.310883503,-5.74604098,0.007233358,-0.028580362,0.027522237,0.326848576,4.10E-12,0.76165848,0.480017632,0.262064108,0.262074186,0,0.551593594
ENSG00000186141.8,-1.999467515,-3.513165094,-0.11795068,3.967084896,0.23670537,0.360088402,8.38E-05,0.513524421,0.037421169,0.154775373,0.162719672,0,0.463315607
ENSG00000131788.15,0.11882307,-3.894714793,-0.033858576,-0.076477375,-0.003819004,0.909659514,2.71E-09,0.562949378,0.655998108,0.963948022,0.964024593,0,0.778325577
ENSG00000265241.6,-0.491109254,NA,0.047511512,-0.260744394,0.044994829,0.429417155,NA,0.217750984,0.202173941,0.347089011,0.347046019,1,0.596359334
ENSG00000235169.7,-0.356808579,-2.449372917,-0.271374599,0.000268595,-0.057201156,0.813365494,4.21E-13,0.001988887,0.999007636,0.630838887,0.624810728,0,0.705009338
ENSG00000271601.3,-2.193491187,-4.159936767,0.071158346,0.042035956,0.181727938,0.000452584,3.46E-27,0.04809875,0.681506936,0.00021604,0.000242946,0,0.008020579
ENSG00000265972.5,0.167238432,-7.134832367,-0.004479108,0.001688997,-0.006828603,0.021687391,0,0.300044237,0.696245159,0.231734371,0.233621457,0,0.530097161
ENSG00000264343.5,-0.145456623,-1.942363037,-0.116047466,0.015837311,-0.009929126,0.915053451,1.30E-20,0.336761056,0.866982913,0.926686589,0.926559915,0,0.771920156
ENSG00000268043.7,-0.182331177,-4.024167392,0.024598932,-0.06726357,0.030658795,0.68568242,8.16E-40,0.440666995,0.016550852,0.379516111,0.380929994,0,0.612669438
ENSG00000131791.7,0.678516519,-6.913849448,0.00662991,-0.010855888,-0.041535201,0.024088635,0.007167689,0.824840224,0.718279205,0.076037014,0.080461101,0,0.35093737
ENSG00000130764.9,0.338490294,-5.41495384,0.008053316,-0.028458364,-0.036031286,0.119616457,1.72E-57,0.619103542,0.440884596,0.033557263,0.035584219,0,0.238019874
ENSG00000131778.18,1.273151238,-5.388214402,0.001279127,-0.000840689,-0.080577363,2.87E-07,1.80E-44,0.955455638,0.972432422,2.60E-05,3.17E-05,0,0.001633284
ENSG00000116128.10,-0.047777376,-4.284228924,-0.070569912,-0.015413489,0.013522392,0.961613817,4.81E-05,0.318942279,0.744119867,0.861543573,0.86179556,0,0.757059141
ENSG00000162836.11,-0.124774405,-4.451842775,0.068489603,-0.037930544,0.001525902,0.728879089,2.22E-52,0.040222229,0.299172067,0.956863308,0.956863813,0,0.776919471
ENSG00000263956.6,-4.522459991,-1.996704809,0.04710175,-0.168538073,0.366187406,0.00080756,2.88E-17,0.539230501,0.237566395,0.000464856,0.000604927,0,0.016074966
ENSG00000274020.2,-0.22584541,-4.841274798,-0.006392205,0.023997461,0.009259235,0.592454604,6.64E-32,0.871999745,0.464628133,0.781184012,0.782065885,0,0.744985745
ENSG00000231551.8,-0.31779272,-3.838937074,-0.025256386,0.046046861,0.002153221,0.689161935,1.43E-13,0.596016789,0.742600616,0.972737732,0.97264867,0,0.779949721
ENSG00000225871.2,1.805926813,NA,-0.134427634,-0.169395946,-0.130999821,0.112849566,NA,0.064944458,0.435210601,0.138647535,0.137867908,1,0.436085636
ENSG00000280649.2,1.064321003,-4.140195717,0.103147789,0.054750016,-0.093831267,0.628036461,0.001087724,0.458964616,0.714651467,0.576495531,0.57822062,0,0.695344062
ENSG00000270629.5,1.674270936,-0.506544166,-0.056083592,-4.498021493,-0.232915982,0.705155039,0.151978741,0.899126997,0.320246747,0.508834707,0.491416308,0,0.664204277
ENSG00000178104.19,3.663429616,-2.871947493,0.050018571,-0.062209252,-0.252104087,0.072818356,1.04E-07,0.68127112,0.800216647,0.095548192,0.100695154,0,0.385220686
ENSG00000269713.7,5.252276986,-2.499937721,-0.024297959,0.108001524,-0.347218655,0.001663823,2.38E-10,0.794010443,0.159662724,0.006477101,0.009811936,0,0.114757826
