nm,int,od,b.gPC1,b.gPC2,b.cnd,e.int,e.od,e.gPC1,e.gPC2,e.cnd,pval,status,qval
ENSG00000266338.6,0.619999528,-4.083107418,-0.049846735,0.016089014,-0.000374206,0.039560963,2.64E-13,0.272971435,0.847365424,0.995896429,0.995816894,0,0.813174293
ENSG00000227372.11,0.002528967,NA,0.005848171,0.022970927,-0.016730504,0.982337894,NA,0.820483889,0.337062925,0.549913101,0.549919667,1,0.727100024
ENSG00000131788.15,0.929574444,-6.136929975,-0.040570206,-0.066199832,-0.220025113,0.000262018,0.119215149,0.372914594,0.668103622,0.000477707,0.00254494,0,0.10994377
ENSG00000235169.7,0.130884541,-2.724310893,-0.224743132,-0.004172197,-0.306334614,0.752906337,3.65E-13,0.007016104,0.983963388,0.002896684,0.003559996,0,0.13365529
ENSG00000271601.3,0.09227893,-3.961825985,0.03795434,0.043023296,0.004058598,0.595551813,5.82E-29,0.299111677,0.68533328,0.927165531,0.927443557,0,0.803319844
ENSG00000265972.5,0.100094369,-7.125187979,-0.003586539,0.00230876,-0.004888918,6.21E-05,0,0.40538731,0.59363558,0.413571635,0.414482311,0,0.695196016
ENSG00000264343.5,-0.032711654,-1.950459029,-0.115620608,0.01021433,-0.060870996,0.927528981,1.07E-20,0.332375387,0.91402914,0.492044863,0.49157493,0,0.717179046
ENSG00000268043.7,-0.071609007,-4.108421011,0.015237476,-0.064873292,0.070623016,0.621625302,8.09E-38,0.621534017,0.019238825,0.044878261,0.04837327,0,0.388670634
ENSG00000131791.7,0.247181967,-6.322915148,0.013304131,-0.008019754,-0.025727229,0.010485607,2.40E-05,0.660750753,0.791840843,0.280415588,0.280311126,0,0.640905172
ENSG00000130764.9,-0.108650341,-5.302955183,0.01299648,-0.026003199,-0.003529145,0.106401222,1.31E-63,0.42565203,0.488274603,0.832124524,0.8330706,0,0.787070375
ENSG00000131778.18,0.214189811,-5.152747534,0.016061336,-0.000331071,0.004820449,0.012784608,2.05E-55,0.491296572,0.989389574,0.814537624,0.814657928,0,0.783758539
ENSG00000162836.11,-0.412169296,-4.589627556,0.063031214,-0.042865472,0.076668131,9.76E-05,3.23E-47,0.049822632,0.232638223,0.002667215,0.002937069,0,0.121704675
ENSG00000263956.6,-0.248440029,-1.812561668,-0.007225676,-0.175964762,0.105902047,0.572125488,5.45E-16,0.927572048,0.238248862,0.304618556,0.299708312,0,0.651623895
ENSG00000274020.2,-0.180134812,-4.862856074,-0.008867219,0.023477325,0.018181216,0.145447357,2.11E-31,0.82336244,0.472747834,0.552962638,0.555857421,0,0.729045399
ENSG00000231551.8,-0.447387727,-3.84770179,-0.023188321,0.032141106,0.04024002,0.106097737,1.70E-13,0.620117925,0.818543108,0.549070529,0.549921514,0,0.727100024
ENSG00000225871.2,0.590346571,NA,-0.109306611,-0.252454967,-0.123580678,0.107179301,NA,0.134369296,0.258888357,0.185663366,0.183817137,1,0.575954487
ENSG00000270629.5,-1.581515811,-0.517871424,-0.026902965,-3.704552501,0.161614308,0.28554562,0.143939777,0.951532995,0.399924359,0.62031776,0.61221671,0,0.742668646
ENSG00000178104.19,0.668693736,-2.664514155,0.070268609,-0.085159774,-0.099546995,0.218925484,7.01E-08,0.579173568,0.743395223,0.453940519,0.458031769,0,0.710956963
ENSG00000269713.7,0.683530769,-2.139306381,0.059840954,0.129172361,0.016004643,0.182183294,7.02E-10,0.537661186,0.124503978,0.900540678,0.899595594,0,0.797534906
ENSG00000274265.4,1.011691159,-2.706824038,-0.508525669,-0.081242202,-0.150319542,0.088846743,1.79E-05,0.121540018,0.35033879,0.284574766,0.287089401,0,0.644860831
ENSG00000271383.6,-0.382724051,-4.149355281,-0.050037356,-0.046006353,-0.012314231,0.001642426,1.13E-81,0.121092444,0.076607109,0.688607155,0.688706913,0,0.759736262
ENSG00000116198.12,-0.349393412,-5.93791706,-0.005407212,-0.003179815,0.014025461,4.09E-05,2.12E-14,0.804355066,0.862154292,0.499282852,0.499867863,0,0.717179046
ENSG00000277147.4,-1.523258082,-4.007750215,0.170335607,0.090657874,0.294953377,0.003120112,7.51E-05,0.359063277,0.295861255,0.012023633,0.012839845,0,0.236108496
ENSG00000150337.13,-1.938673148,NA,6.509527888,0.629604652,0.013117474,0.100142215,NA,0.016527012,0.05773649,0.868638373,0.868732264,1,0.79208085
ENSG00000203814.6,0.329990398,-5.628322204,0.010219957,0.014798124,-0.001751604,0.003249299,1.04E-47,0.739403888,0.839300669,0.946933474,0.947541977,0,0.806371792
ENSG00000261716.1,0.268136532,NA,4.86E-05,0.00857211,-0.031110226,0.015548842,NA,0.998435323,0.927987467,0.252400661,0.252176227,1,0.626092387
ENSG00000184678.10,0.333167033,-4.213700045,-0.037639713,0.830439834,-0.007365496,0.442776429,2.80E-18,0.528820878,0.00297913,0.938384306,0.93858512,0,0.804927949
ENSG00000198912.10,-0.223797148,-5.96310551,-0.045967309,-0.002539796,-0.015677318,0.018579504,1.17E-11,0.029009626,0.908756191,0.488114006,0.489182024,0,0.717179046
ENSG00000143401.14,-0.245062218,NA,-0.022490499,0.128511415,0.035230358,0.105075626,NA,0.438038034,0.058751443,0.332982324,0.332740855,1,0.666009852
ENSG00000266472.5,0.238333837,-5.636065382,0.007302157,0.095953884,-0.004490621,0.001151349,1.64E-32,0.689604038,0.00016562,0.805655219,0.805948661,0,0.783442016
ENSG00000163125.15,0.184637499,NA,0.043248176,0.033787635,-0.01446857,0.084312041,NA,0.213518144,0.219797258,0.595599205,0.595557395,1,0.73959517
ENSG00000143382.14,0.501898482,-2.965422544,0.149120333,0.224254614,-0.009698528,0.032734047,1.39E-41,0.004885385,0.489160312,0.866287581,0.866566115,0,0.79208085
ENSG00000203804.4,-0.041958556,-3.062763352,-0.065244906,0.018565196,0.110499971,0.876612007,1.61E-18,0.531578391,0.737296743,0.116279212,0.114846213,0,0.519408124
