nm,int,od,b.gPC1,b.gPC2,b.cnd,e.int,e.od,e.gPC1,e.gPC2,e.cnd,pval,status,qval
ENSG00000235169.7,-0.177946361,-3.326313621,-0.143725276,0.042378479,-0.23674206,0.62159056,4.07E-12,0.033186795,0.818160604,0.007582373,0.008478622,0,0.191295037
ENSG00000265972.5,0.100094369,-7.125187979,-0.003586539,0.00230876,-0.004888918,6.21E-05,0,0.40538731,0.59363558,0.413571635,0.414482311,0,0.693386203
ENSG00000264343.5,-0.032711654,-1.950459029,-0.115620608,0.01021433,-0.060870996,0.927528981,1.07E-20,0.332375387,0.91402914,0.492044863,0.49157493,0,0.723467104
ENSG00000131791.7,0.261497899,-6.302252925,0.021476535,-0.00936887,-0.029797531,0.006657347,2.02E-05,0.472105053,0.758141343,0.209209593,0.209150652,0,0.591981756
ENSG00000130764.9,-0.108650341,-5.302955183,0.01299648,-0.026003199,-0.003529145,0.106401222,1.31E-63,0.42565203,0.488274603,0.832124524,0.8330706,0,0.802067406
ENSG00000131778.18,0.214189811,-5.152747534,0.016061336,-0.000331071,0.004820449,0.012784608,2.05E-55,0.491296572,0.989389574,0.814537624,0.814657928,0,0.800757175
ENSG00000263956.6,0.273625683,-2.941058586,0.086976116,0.097345232,0.041580468,0.246936772,1.08E-36,0.107053402,0.163879719,0.455669732,0.455508232,0,0.708813541
ENSG00000269713.7,0.295149865,-1.037990432,0.236785617,0.059403992,0.020534226,0.68069013,2.90E-05,0.186624062,0.350665334,0.908125058,0.908294247,0,0.812097649
ENSG00000274265.4,1.013723182,-2.798344094,-0.512148582,-0.083495703,-0.15032304,0.079416208,1.43E-05,0.115732497,0.245615239,0.271645937,0.274290412,0,0.635156611
ENSG00000116198.12,-0.349393412,-5.93791706,-0.005407212,-0.003179815,0.014025461,4.09E-05,2.12E-14,0.804355066,0.862154292,0.499282852,0.499867863,0,0.724197133
ENSG00000150337.13,-1.197588838,-2.161547236,-0.02582714,-1.031147271,0.095829238,0.14893892,4.92E-08,0.916379551,0.69217913,0.678556144,0.694014906,0,0.781150259
ENSG00000203814.6,-0.059292701,-3.199985678,0.11095863,0.099140361,0.089423742,0.769148539,8.48E-56,0.048421194,0.54610135,0.069028367,0.070285521,0,0.419677062
ENSG00000261716.1,0.875545661,-5.340817938,0.059478421,0.064845632,-0.13076095,0.000659336,0.000190374,0.232835909,0.824393312,0.02401124,0.027698421,0,0.3073585
ENSG00000143368.9,0.31967998,-6.294177785,-0.065719098,0.896779455,0.001668858,0.180811657,9.53E-05,0.369570904,0.087456521,0.971923977,0.971905506,0,0.82323899
ENSG00000198912.10,-0.251480459,-5.582811108,-0.124367318,-0.017627755,-0.002558633,0.014246001,2.55E-15,0.000482514,0.454354184,0.917044992,0.917045137,0,0.815241499
ENSG00000117362.12,0.032973393,-7.100292806,-0.015123222,-0.021860386,0.013378907,0.703382308,1.33E-05,0.510330787,0.067229736,0.52883976,0.528870215,0,0.734775333
ENSG00000266472.5,-0.199056919,-6.096854507,-0.014013027,-0.061230181,0.005119565,0.005950196,9.04E-19,0.537387185,0.016332937,0.772623687,0.772895534,0,0.797668287
ENSG00000163125.15,0.16628378,NA,0.021554151,0.041959784,-0.00808898,0.034180714,NA,0.399893671,0.082339886,0.681642861,0.681623058,1,0.777481536
